componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,45,107,74,BRC0231C,Nome não encontrado
Energia,kcal,11,25,17,BRC0231C,Nome não encontrado
Umidade,g,"97,0",232,160,BRC0231C,Nome não encontrado
Carboidrato total,g,"2,55","6,12","4,21",BRC0231C,Nome não encontrado
Carboidrato disponível,g,"2,01","4,81","3,31",BRC0231C,Nome não encontrado
Proteína,g,"0,24","0,57","0,39",BRC0231C,Nome não encontrado
Lipídios,g,"0,07","0,16","0,11",BRC0231C,Nome não encontrado
Fibra alimentar,g,"0,54","1,31","0,90",BRC0231C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0231C,Nome não encontrado
Cinzas,g,"0,17","0,41","0,28",BRC0231C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0231C,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC0231C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC0231C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC0231C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0231C,Nome não encontrado
Cálcio,mg,"3,66","8,79","6,05",BRC0231C,Nome não encontrado
Ferro,mg,"0,13","0,31","0,21",BRC0231C,Nome não encontrado
Sódio,mg,"2,78","6,67","4,58",BRC0231C,Nome não encontrado
Magnésio,mg,"2,87","6,89","4,73",BRC0231C,Nome não encontrado
Fósforo,mg,"10,3","24,6","16,9",BRC0231C,Nome não encontrado
Potássio,mg,"59,2",142,"97,7",BRC0231C,Nome não encontrado
Manganês,mg,"0,03","0,07","0,05",BRC0231C,Nome não encontrado
Zinco,mg,"0,02","0,05","0,04",BRC0231C,Nome não encontrado
Cobre,mg,"0,04","0,09","0,06",BRC0231C,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0231C,Nome não encontrado
Vitamina A (RE),mcg,"42,4",101,"70,0",BRC0231C,Nome não encontrado
Vitamina A (RAE),mcg,"21,2","50,9","35,0",BRC0231C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0231C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0231C,Nome não encontrado
Tiamina,mg,"0,02","0,04","0,03",BRC0231C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0231C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0231C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0231C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0231C,Nome não encontrado
Vitamina C,mg,"4,04","9,70","6,67",BRC0231C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0231C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0231C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0231C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0231C,Nome não encontrado
Proteína vegetal,g,"0,24","0,57","0,39",BRC0231C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0231C,Nome não encontrado
