componente,unidade,Valor por 100g,Colher sopa cheia (6 g),Colher sopa rasa (4 g),codigo_alimento,nome_alimento
Energia,kJ,115,6,4,BRC0067B,Nome não encontrado
Energia,kcal,28,1,1,BRC0067B,Nome não encontrado
Umidade,g,"90,2","5,41","3,61",BRC0067B,Nome não encontrado
Carboidrato total,g,"5,24","0,31","0,21",BRC0067B,Nome não encontrado
Carboidrato disponível,g,"1,10","0,07","0,04",BRC0067B,Nome não encontrado
Proteína,g,"2,66","0,16","0,11",BRC0067B,Nome não encontrado
Lipídios,g,"0,48","0,03","0,02",BRC0067B,Nome não encontrado
Fibra alimentar,g,"4,14","0,25","0,17",BRC0067B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0067B,Nome não encontrado
Cinzas,g,"1,42","0,09","0,06",BRC0067B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0067B,Nome não encontrado
Ácidos graxos saturados,g,"0,16","0,01","0,01",BRC0067B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0067B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,32","0,02","0,01",BRC0067B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0067B,Nome não encontrado
Cálcio,mg,258,"15,5","10,3",BRC0067B,Nome não encontrado
Ferro,mg,"1,26","0,08","0,05",BRC0067B,Nome não encontrado
Sódio,mg,"4,55","0,27","0,18",BRC0067B,Nome não encontrado
Magnésio,mg,"84,2","5,05","3,37",BRC0067B,Nome não encontrado
Fósforo,mg,"49,7","2,98","1,99",BRC0067B,Nome não encontrado
Potássio,mg,260,"15,6","10,4",BRC0067B,Nome não encontrado
Manganês,mg,"0,15","0,01","0,01",BRC0067B,Nome não encontrado
Zinco,mg,"0,71","0,04","0,03",BRC0067B,Nome não encontrado
Cobre,mg,"0,15","0,01","0,01",BRC0067B,Nome não encontrado
Selênio,mcg,"0,37","0,02","0,01",BRC0067B,Nome não encontrado
Vitamina A (RE),mcg,1037,"62,3","41,5",BRC0067B,Nome não encontrado
Vitamina A (RAE),mcg,518,"31,1","20,8",BRC0067B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0067B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,60","0,04","0,02",BRC0067B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0067B,Nome não encontrado
Riboflavina,mg,"0,12","0,01","0,00",BRC0067B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0067B,Nome não encontrado
Vitamina B6,mg,"0,56","0,03","0,02",BRC0067B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0067B,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0067B,Nome não encontrado
Equivalente de folato,mcg,"83,9","5,03","3,35",BRC0067B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0067B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0067B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0067B,Nome não encontrado
Proteína vegetal,g,"2,66","0,16","0,11",BRC0067B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0067B,Nome não encontrado
