componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1628,244,BRC0060R,Nome não encontrado
Energia,kcal,383,57,BRC0060R,Nome não encontrado
Umidade,g,"4,19","0,63",BRC0060R,Nome não encontrado
Carboidrato total,g,"95,4","14,3",BRC0060R,Nome não encontrado
Carboidrato disponível,g,"95,4","14,3",BRC0060R,Nome não encontrado
Proteína,g,"0,30","0,05",BRC0060R,Nome não encontrado
Lipídios,g,"0,03","0,00",BRC0060R,Nome não encontrado
Fibra alimentar,g,,,BRC0060R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0060R,Nome não encontrado
Cinzas,g,"0,06","0,01",BRC0060R,Nome não encontrado
Colesterol,mg,"0,01","0,00",BRC0060R,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00",BRC0060R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0060R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0060R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0060R,Nome não encontrado
Cálcio,mg,"21,5","3,23",BRC0060R,Nome não encontrado
Ferro,mg,"1,70","0,26",BRC0060R,Nome não encontrado
Sódio,mg,"1,08","0,16",BRC0060R,Nome não encontrado
Magnésio,mg,"1,08","0,16",BRC0060R,Nome não encontrado
Fósforo,mg,"7,54","1,13",BRC0060R,Nome não encontrado
Potássio,mg,"11,8","1,78",BRC0060R,Nome não encontrado
Manganês,mg,,,BRC0060R,Nome não encontrado
Zinco,mg,"0,13","0,02",BRC0060R,Nome não encontrado
Cobre,mg,,,BRC0060R,Nome não encontrado
Selênio,mcg,,,BRC0060R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0060R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0060R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0060R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0060R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0060R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0060R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0060R,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0060R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0060R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0060R,Nome não encontrado
Equivalente de folato,mcg,"4,31","0,65",BRC0060R,Nome não encontrado
Sal de adição,g,,,BRC0060R,Nome não encontrado
Açúcar de adição,g,,,BRC0060R,Nome não encontrado
Gordura de adição,g,,,BRC0060R,Nome não encontrado
Proteína vegetal,g,,,BRC0060R,Nome não encontrado
Proteína animal,g,,,BRC0060R,Nome não encontrado
