componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,75,BRC1118B,Nome não encontrado
Energia,kcal,18,BRC1118B,Nome não encontrado
Umidade,g,"95,2",BRC1118B,Nome não encontrado
Carboidrato total,g,"3,22",BRC1118B,Nome não encontrado
Carboidrato disponível,g,"3,22",BRC1118B,Nome não encontrado
Proteína,g,"1,03",BRC1118B,Nome não encontrado
Lipídios,g,"0,07",BRC1118B,Nome não encontrado
Fibra alimentar,g,"0,00",BRC1118B,Nome não encontrado
Álcool,g,"0,00",BRC1118B,Nome não encontrado
Cinzas,g,"0,48",BRC1118B,Nome não encontrado
Colesterol,mg,"0,00",BRC1118B,Nome não encontrado
Ácidos graxos saturados,g,"0,04",BRC1118B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01",BRC1118B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00",BRC1118B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1118B,Nome não encontrado
Cálcio,mg,"39,0",BRC1118B,Nome não encontrado
Ferro,mg,"0,70",BRC1118B,Nome não encontrado
Sódio,mg,"5,00",BRC1118B,Nome não encontrado
Magnésio,mg,"24,0",BRC1118B,Nome não encontrado
Fósforo,mg,"49,0",BRC1118B,Nome não encontrado
Potássio,mg,173,BRC1118B,Nome não encontrado
Manganês,mg,,BRC1118B,Nome não encontrado
Zinco,mg,,BRC1118B,Nome não encontrado
Cobre,mg,,BRC1118B,Nome não encontrado
Selênio,mcg,"0,70",BRC1118B,Nome não encontrado
Vitamina A (RE),mcg,,BRC1118B,Nome não encontrado
Vitamina A (RAE),mcg,"97,0",BRC1118B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1118B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC1118B,Nome não encontrado
Tiamina,mg,"0,04",BRC1118B,Nome não encontrado
Riboflavina,mg,"0,08",BRC1118B,Nome não encontrado
Niacina,mg,"0,69",BRC1118B,Nome não encontrado
Vitamina B6,mg,,BRC1118B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1118B,Nome não encontrado
Vitamina C,mg,"28,0",BRC1118B,Nome não encontrado
Equivalente de folato,mcg,"59,0",BRC1118B,Nome não encontrado
Sal de adição,g,"0,00",BRC1118B,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1118B,Nome não encontrado
Gordura de adição,g,"0,00",BRC1118B,Nome não encontrado
Proteína vegetal,g,"1,03",BRC1118B,Nome não encontrado
Proteína animal,g,"0,00",BRC1118B,Nome não encontrado
