componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,637,764,BRC0144F,Nome não encontrado
Energia,kcal,152,182,BRC0144F,Nome não encontrado
Umidade,g,"71,4","85,7",BRC0144F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0144F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0144F,Nome não encontrado
Proteína,g,"20,4","24,5",BRC0144F,Nome não encontrado
Lipídios,g,"7,83","9,40",BRC0144F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0144F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0144F,Nome não encontrado
Cinzas,g,"0,35","0,42",BRC0144F,Nome não encontrado
Colesterol,mg,101,122,BRC0144F,Nome não encontrado
Ácidos graxos saturados,g,"2,94","3,53",BRC0144F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,30","3,96",BRC0144F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,75","0,90",BRC0144F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0144F,Nome não encontrado
Cálcio,mg,"6,28","7,54",BRC0144F,Nome não encontrado
Ferro,mg,"3,64","4,37",BRC0144F,Nome não encontrado
Sódio,mg,"58,3","70,0",BRC0144F,Nome não encontrado
Magnésio,mg,"26,0","31,2",BRC0144F,Nome não encontrado
Fósforo,mg,189,227,BRC0144F,Nome não encontrado
Potássio,mg,280,336,BRC0144F,Nome não encontrado
Manganês,mg,,,BRC0144F,Nome não encontrado
Zinco,mg,"4,07","4,88",BRC0144F,Nome não encontrado
Cobre,mg,,,BRC0144F,Nome não encontrado
Selênio,mcg,,,BRC0144F,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0144F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0144F,Nome não encontrado
Vitamina D,mcg,,,BRC0144F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,21",BRC0144F,Nome não encontrado
Tiamina,mg,"0,13","0,16",BRC0144F,Nome não encontrado
Riboflavina,mg,"0,23","0,28",BRC0144F,Nome não encontrado
Niacina,mg,"6,01","7,21",BRC0144F,Nome não encontrado
Vitamina B6,mg,"0,16","0,19",BRC0144F,Nome não encontrado
Vitamina B12,mcg,"2,62","3,15",BRC0144F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0144F,Nome não encontrado
Equivalente de folato,mcg,"23,0","27,6",BRC0144F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0144F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0144F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0144F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0144F,Nome não encontrado
Proteína animal,g,"20,4","24,5",BRC0144F,Nome não encontrado
