componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1316,BRC0436A,Nome não encontrado
Energia,kcal,314,BRC0436A,Nome não encontrado
Umidade,g,"39,7",BRC0436A,Nome não encontrado
Carboidrato total,g,"37,5",BRC0436A,Nome não encontrado
Carboidrato disponível,g,"36,9",BRC0436A,Nome não encontrado
Proteína,g,"5,83",BRC0436A,Nome não encontrado
Lipídios,g,"15,8",BRC0436A,Nome não encontrado
Fibra alimentar,g,"0,65",BRC0436A,Nome não encontrado
Álcool,g,"0,00",BRC0436A,Nome não encontrado
Cinzas,g,"1,10",BRC0436A,Nome não encontrado
Colesterol,mg,"51,8",BRC0436A,Nome não encontrado
Ácidos graxos saturados,g,"3,68",BRC0436A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,02",BRC0436A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,55",BRC0436A,Nome não encontrado
Ácidos graxos trans,g,"0,12",BRC0436A,Nome não encontrado
Cálcio,mg,"82,0",BRC0436A,Nome não encontrado
Ferro,mg,"1,38",BRC0436A,Nome não encontrado
Sódio,mg,235,BRC0436A,Nome não encontrado
Magnésio,mg,"14,2",BRC0436A,Nome não encontrado
Fósforo,mg,"99,6",BRC0436A,Nome não encontrado
Potássio,mg,146,BRC0436A,Nome não encontrado
Manganês,mg,"0,12",BRC0436A,Nome não encontrado
Zinco,mg,"0,63",BRC0436A,Nome não encontrado
Cobre,mg,"0,09",BRC0436A,Nome não encontrado
Selênio,mcg,"7,00",BRC0436A,Nome não encontrado
Vitamina A (RE),mcg,"51,4",BRC0436A,Nome não encontrado
Vitamina A (RAE),mcg,"50,8",BRC0436A,Nome não encontrado
Vitamina D,mcg,"0,21",BRC0436A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,50",BRC0436A,Nome não encontrado
Tiamina,mg,"0,12",BRC0436A,Nome não encontrado
Riboflavina,mg,"0,38",BRC0436A,Nome não encontrado
Niacina,mg,"1,68",BRC0436A,Nome não encontrado
Vitamina B6,mg,"0,14",BRC0436A,Nome não encontrado
Vitamina B12,mcg,"0,33",BRC0436A,Nome não encontrado
Vitamina C,mg,traços,BRC0436A,Nome não encontrado
Equivalente de folato,mcg,"31,8",BRC0436A,Nome não encontrado
Sal de adição,g,,BRC0436A,Nome não encontrado
Açúcar de adição,g,"18,0",BRC0436A,Nome não encontrado
Gordura de adição,g,-,BRC0436A,Nome não encontrado
Proteína vegetal,g,-,BRC0436A,Nome não encontrado
Proteína animal,g,-,BRC0436A,Nome não encontrado
