componente,unidade,Valor por 100g,Colher sopa cheia (27 g),Colher sopa rasa (19 g),codigo_alimento,nome_alimento
Energia,kJ,493,133,93,BRC0351B,Nome não encontrado
Energia,kcal,118,31,22,BRC0351B,Nome não encontrado
Umidade,g,"74,6","20,1","14,2",BRC0351B,Nome não encontrado
Carboidrato total,g,"17,8","4,81","3,39",BRC0351B,Nome não encontrado
Carboidrato disponível,g,"15,3","4,14","2,91",BRC0351B,Nome não encontrado
Proteína,g,"1,45","0,39","0,27",BRC0351B,Nome não encontrado
Lipídios,g,"5,08","1,37","0,97",BRC0351B,Nome não encontrado
Fibra alimentar,g,"2,49","0,67","0,47",BRC0351B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0351B,Nome não encontrado
Cinzas,g,"1,06","0,29","0,20",BRC0351B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0351B,Nome não encontrado
Ácidos graxos saturados,g,"0,79","0,21","0,15",BRC0351B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,17","0,31","0,22",BRC0351B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,05","0,82","0,58",BRC0351B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,01","0,00",BRC0351B,Nome não encontrado
Cálcio,mg,"5,00","1,35","0,95",BRC0351B,Nome não encontrado
Ferro,mg,"0,30","0,08","0,06",BRC0351B,Nome não encontrado
Sódio,mg,188,"50,9","35,9",BRC0351B,Nome não encontrado
Magnésio,mg,"14,0","3,79","2,67",BRC0351B,Nome não encontrado
Fósforo,mg,"26,3","7,10","4,99",BRC0351B,Nome não encontrado
Potássio,mg,192,"51,9","36,5",BRC0351B,Nome não encontrado
Manganês,mg,"0,02","0,01","0,00",BRC0351B,Nome não encontrado
Zinco,mg,"0,23","0,06","0,04",BRC0351B,Nome não encontrado
Cobre,mg,"0,12","0,03","0,02",BRC0351B,Nome não encontrado
Selênio,mcg,"0,47","0,13","0,09",BRC0351B,Nome não encontrado
Vitamina A (RE),mcg,"12,9","3,49","2,46",BRC0351B,Nome não encontrado
Vitamina A (RAE),mcg,"6,47","1,75","1,23",BRC0351B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0351B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,97","0,26","0,18",BRC0351B,Nome não encontrado
Tiamina,mg,"0,11","0,03","0,02",BRC0351B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0351B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0351B,Nome não encontrado
Vitamina B6,mg,"0,11","0,03","0,02",BRC0351B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0351B,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0351B,Nome não encontrado
Equivalente de folato,mcg,"10,7","2,89","2,03",BRC0351B,Nome não encontrado
Sal de adição,g,"0,32","0,09","0,06",BRC0351B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0351B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0351B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0351B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0351B,Nome não encontrado
