componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,379,208,BRC0384N,Nome não encontrado
Energia,kcal,92,50,BRC0384N,Nome não encontrado
Umidade,g,"79,7","43,8",BRC0384N,Nome não encontrado
Carboidrato total,g,"4,19","2,30",BRC0384N,Nome não encontrado
Carboidrato disponível,g,"2,66","1,47",BRC0384N,Nome não encontrado
Proteína,g,"12,2","6,70",BRC0384N,Nome não encontrado
Lipídios,g,"3,33","1,83",BRC0384N,Nome não encontrado
Fibra alimentar,g,"1,53","0,84",BRC0384N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0384N,Nome não encontrado
Cinzas,g,"0,62","0,34",BRC0384N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0384N,Nome não encontrado
Ácidos graxos saturados,g,"0,73","0,40",BRC0384N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,91","0,50",BRC0384N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,48","0,81",BRC0384N,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,02",BRC0384N,Nome não encontrado
Cálcio,mg,"7,67","4,22",BRC0384N,Nome não encontrado
Ferro,mg,"0,32","0,17",BRC0384N,Nome não encontrado
Sódio,mg,"13,5","7,41",BRC0384N,Nome não encontrado
Magnésio,mg,"9,85","5,42",BRC0384N,Nome não encontrado
Fósforo,mg,102,"56,2",BRC0384N,Nome não encontrado
Potássio,mg,149,"82,1",BRC0384N,Nome não encontrado
Manganês,mg,"0,09","0,05",BRC0384N,Nome não encontrado
Zinco,mg,"0,49","0,27",BRC0384N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0384N,Nome não encontrado
Selênio,mcg,"4,51","2,48",BRC0384N,Nome não encontrado
Vitamina A (RE),mcg,137,"75,6",BRC0384N,Nome não encontrado
Vitamina A (RAE),mcg,"69,0","37,9",BRC0384N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0384N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,85","1,02",BRC0384N,Nome não encontrado
Tiamina,mg,"0,07","0,04",BRC0384N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0384N,Nome não encontrado
Niacina,mg,"2,82","1,55",BRC0384N,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0384N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0384N,Nome não encontrado
Vitamina C,mg,"2,46","1,36",BRC0384N,Nome não encontrado
Equivalente de folato,mcg,"8,99","4,94",BRC0384N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0384N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0384N,Nome não encontrado
Gordura de adição,g,-,-,BRC0384N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0384N,Nome não encontrado
Proteína animal,g,-,-,BRC0384N,Nome não encontrado
