componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,243,582,400,BRC0128C,Nome não encontrado
Energia,kcal,57,137,94,BRC0128C,Nome não encontrado
Umidade,g,"85,4",204,140,BRC0128C,Nome não encontrado
Carboidrato total,g,"13,7","32,8","22,6",BRC0128C,Nome não encontrado
Carboidrato disponível,g,"13,5","32,4","22,3",BRC0128C,Nome não encontrado
Proteína,g,"0,54","1,30","0,89",BRC0128C,Nome não encontrado
Lipídios,g,"0,07","0,17","0,12",BRC0128C,Nome não encontrado
Fibra alimentar,g,"0,18","0,43","0,30",BRC0128C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0128C,Nome não encontrado
Cinzas,g,"0,31","0,73","0,50",BRC0128C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0128C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0128C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,04","0,03",BRC0128C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,04","0,02",BRC0128C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0128C,Nome não encontrado
Cálcio,mg,"6,78","16,3","11,2",BRC0128C,Nome não encontrado
Ferro,mg,"0,03","0,07","0,05",BRC0128C,Nome não encontrado
Sódio,mg,"1,20","2,88","1,98",BRC0128C,Nome não encontrado
Magnésio,mg,"6,51","15,6","10,7",BRC0128C,Nome não encontrado
Fósforo,mg,"10,00","24,0","16,5",BRC0128C,Nome não encontrado
Potássio,mg,112,270,185,BRC0128C,Nome não encontrado
Manganês,mg,"0,02","0,05","0,03",BRC0128C,Nome não encontrado
Zinco,mg,"0,01","0,02","0,01",BRC0128C,Nome não encontrado
Cobre,mg,"0,07","0,18","0,12",BRC0128C,Nome não encontrado
Selênio,mcg,"0,27","0,64","0,44",BRC0128C,Nome não encontrado
Vitamina A (RE),mcg,"15,3","36,6","25,2",BRC0128C,Nome não encontrado
Vitamina A (RAE),mcg,"7,63","18,3","12,6",BRC0128C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0128C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,09","0,06",BRC0128C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0128C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0128C,Nome não encontrado
Niacina,mg,"0,05","0,12","0,08",BRC0128C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0128C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0128C,Nome não encontrado
Vitamina C,mg,"54,7",131,"90,2",BRC0128C,Nome não encontrado
Equivalente de folato,mcg,"17,9","43,0","29,5",BRC0128C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0128C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0128C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0128C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0128C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0128C,Nome não encontrado
