componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,98,24,17,BRC0470B,Nome não encontrado
Energia,kcal,23,5,4,BRC0470B,Nome não encontrado
Umidade,g,"92,9","23,2","16,7",BRC0470B,Nome não encontrado
Carboidrato total,g,"5,02","1,25","0,90",BRC0470B,Nome não encontrado
Carboidrato disponível,g,"3,19","0,80","0,57",BRC0470B,Nome não encontrado
Proteína,g,"1,04","0,26","0,19",BRC0470B,Nome não encontrado
Lipídios,g,"0,31","0,08","0,06",BRC0470B,Nome não encontrado
Fibra alimentar,g,"1,83","0,46","0,33",BRC0470B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0470B,Nome não encontrado
Cinzas,g,"0,76","0,19","0,14",BRC0470B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0470B,Nome não encontrado
Ácidos graxos saturados,g,"0,11","0,03","0,02",BRC0470B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00","0,00",BRC0470B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,03","0,02",BRC0470B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0470B,Nome não encontrado
Cálcio,mg,"8,77","2,19","1,58",BRC0470B,Nome não encontrado
Ferro,mg,"0,43","0,11","0,08",BRC0470B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0470B,Nome não encontrado
Magnésio,mg,"6,88","1,72","1,24",BRC0470B,Nome não encontrado
Fósforo,mg,"15,6","3,90","2,81",BRC0470B,Nome não encontrado
Potássio,mg,"91,6","22,9","16,5",BRC0470B,Nome não encontrado
Manganês,mg,"0,14","0,03","0,02",BRC0470B,Nome não encontrado
Zinco,mg,"0,16","0,04","0,03",BRC0470B,Nome não encontrado
Cobre,mg,"0,07","0,02","0,01",BRC0470B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0470B,Nome não encontrado
Vitamina A (RE),mcg,"43,0","10,7","7,74",BRC0470B,Nome não encontrado
Vitamina A (RAE),mcg,"21,5","5,37","3,87",BRC0470B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0470B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,67","0,17","0,12",BRC0470B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0470B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0470B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0470B,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0470B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0470B,Nome não encontrado
Vitamina C,mg,"68,4","17,1","12,3",BRC0470B,Nome não encontrado
Equivalente de folato,mcg,"5,57","1,39","1,00",BRC0470B,Nome não encontrado
Sal de adição,g,"0,47","0,12","0,08",BRC0470B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0470B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0470B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0470B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0470B,Nome não encontrado
