componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,749,748,BRC0996F,Nome não encontrado
Energia,kcal,178,177,BRC0996F,Nome não encontrado
Umidade,g,"61,3","61,3",BRC0996F,Nome não encontrado
Carboidrato total,g,"0,43","0,43",BRC0996F,Nome não encontrado
Carboidrato disponível,g,"0,34","0,34",BRC0996F,Nome não encontrado
Proteína,g,"30,4","30,4",BRC0996F,Nome não encontrado
Lipídios,g,"6,11","6,11",BRC0996F,Nome não encontrado
Fibra alimentar,g,"0,10","0,10",BRC0996F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0996F,Nome não encontrado
Cinzas,g,"1,84","1,84",BRC0996F,Nome não encontrado
Colesterol,mg,"84,3","84,3",BRC0996F,Nome não encontrado
Ácidos graxos saturados,g,"1,45","1,45",BRC0996F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,73","1,73",BRC0996F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,52","2,52",BRC0996F,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,06",BRC0996F,Nome não encontrado
Cálcio,mg,"6,41","6,41",BRC0996F,Nome não encontrado
Ferro,mg,"0,35","0,35",BRC0996F,Nome não encontrado
Sódio,mg,227,227,BRC0996F,Nome não encontrado
Magnésio,mg,"17,9","17,9",BRC0996F,Nome não encontrado
Fósforo,mg,280,280,BRC0996F,Nome não encontrado
Potássio,mg,371,371,BRC0996F,Nome não encontrado
Manganês,mg,"0,04","0,04",BRC0996F,Nome não encontrado
Zinco,mg,"0,75","0,75",BRC0996F,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0996F,Nome não encontrado
Selênio,mcg,"12,4","12,4",BRC0996F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0996F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0996F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0996F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58","0,58",BRC0996F,Nome não encontrado
Tiamina,mg,"0,11","0,11",BRC0996F,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0996F,Nome não encontrado
Niacina,mg,"23,5","23,5",BRC0996F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0996F,Nome não encontrado
Vitamina B12,mcg,"0,18","0,18",BRC0996F,Nome não encontrado
Vitamina C,mg,"0,21","0,21",BRC0996F,Nome não encontrado
Equivalente de folato,mcg,"6,06","6,06",BRC0996F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0996F,Nome não encontrado
Açúcar de adição,g,"0,45","0,45",BRC0996F,Nome não encontrado
Gordura de adição,g,-,-,BRC0996F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0996F,Nome não encontrado
Proteína animal,g,-,-,BRC0996F,Nome não encontrado
