componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,754,414,301,BRC0540A,Nome não encontrado
Energia,kcal,180,99,72,BRC0540A,Nome não encontrado
Umidade,g,"65,3","35,9","26,1",BRC0540A,Nome não encontrado
Carboidrato total,g,"22,6","12,4","9,04",BRC0540A,Nome não encontrado
Carboidrato disponível,g,"21,0","11,6","8,42",BRC0540A,Nome não encontrado
Proteína,g,"2,36","1,30","0,94",BRC0540A,Nome não encontrado
Lipídios,g,"9,28","5,10","3,71",BRC0540A,Nome não encontrado
Fibra alimentar,g,"1,57","0,86","0,63",BRC0540A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0540A,Nome não encontrado
Cinzas,g,"0,43","0,24","0,17",BRC0540A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0540A,Nome não encontrado
Ácidos graxos saturados,g,"5,76","3,17","2,30",BRC0540A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,80","0,44","0,32",BRC0540A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,32","0,73","0,53",BRC0540A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0540A,Nome não encontrado
Cálcio,mg,"6,60","3,63","2,64",BRC0540A,Nome não encontrado
Ferro,mg,"0,44","0,24","0,17",BRC0540A,Nome não encontrado
Sódio,mg,"9,39","5,16","3,76",BRC0540A,Nome não encontrado
Magnésio,mg,"24,4","13,4","9,78",BRC0540A,Nome não encontrado
Fósforo,mg,"30,3","16,7","12,1",BRC0540A,Nome não encontrado
Potássio,mg,"89,8","49,4","35,9",BRC0540A,Nome não encontrado
Manganês,mg,"0,81","0,45","0,33",BRC0540A,Nome não encontrado
Zinco,mg,"0,58","0,32","0,23",BRC0540A,Nome não encontrado
Cobre,mg,"0,16","0,09","0,06",BRC0540A,Nome não encontrado
Selênio,mcg,"2,27","1,25","0,91",BRC0540A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0540A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0540A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0540A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,32","0,17","0,13",BRC0540A,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0540A,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0540A,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0540A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,01",BRC0540A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0540A,Nome não encontrado
Vitamina C,mg,"1,01","0,56","0,41",BRC0540A,Nome não encontrado
Equivalente de folato,mcg,"7,08","3,90","2,83",BRC0540A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0540A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0540A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0540A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0540A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0540A,Nome não encontrado
