componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (220 g),codigo_alimento,nome_alimento
Energia,kJ,328,720,BRC0047C,Nome não encontrado
Energia,kcal,77,170,BRC0047C,Nome não encontrado
Umidade,g,"79,7",175,BRC0047C,Nome não encontrado
Carboidrato total,g,"19,4","42,6",BRC0047C,Nome não encontrado
Carboidrato disponível,g,"17,7","39,0",BRC0047C,Nome não encontrado
Proteína,g,"0,41","0,90",BRC0047C,Nome não encontrado
Lipídios,g,"0,17","0,38",BRC0047C,Nome não encontrado
Fibra alimentar,g,"1,63","3,59",BRC0047C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0047C,Nome não encontrado
Cinzas,g,"0,33","0,73",BRC0047C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0047C,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,17",BRC0047C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,17",BRC0047C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0047C,Nome não encontrado
Ácidos graxos trans,g,traços,traços,BRC0047C,Nome não encontrado
Cálcio,mg,"11,6","25,6",BRC0047C,Nome não encontrado
Ferro,mg,"0,09","0,20",BRC0047C,Nome não encontrado
Sódio,mg,"1,86","4,10",BRC0047C,Nome não encontrado
Magnésio,mg,"8,73","19,2",BRC0047C,Nome não encontrado
Fósforo,mg,"14,0","30,8",BRC0047C,Nome não encontrado
Potássio,mg,156,344,BRC0047C,Nome não encontrado
Manganês,mg,"0,05","0,10",BRC0047C,Nome não encontrado
Zinco,mg,"0,09","0,19",BRC0047C,Nome não encontrado
Cobre,mg,"0,09","0,19",BRC0047C,Nome não encontrado
Selênio,mcg,"0,90","1,98",BRC0047C,Nome não encontrado
Vitamina A (RE),mcg,793,1744,BRC0047C,Nome não encontrado
Vitamina A (RAE),mcg,396,872,BRC0047C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0047C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,41","0,90",BRC0047C,Nome não encontrado
Tiamina,mg,"0,09","0,19",BRC0047C,Nome não encontrado
Riboflavina,mg,"0,03","0,07",BRC0047C,Nome não encontrado
Niacina,mg,traços,traços,BRC0047C,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0047C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0047C,Nome não encontrado
Vitamina C,mg,"65,5",144,BRC0047C,Nome não encontrado
Equivalente de folato,mcg,"52,7",115,BRC0047C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0047C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0047C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0047C,Nome não encontrado
Proteína vegetal,g,"0,41","0,90",BRC0047C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0047C,Nome não encontrado
