componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,644,BRC1054F,Nome não encontrado
Energia,kcal,154,BRC1054F,Nome não encontrado
Umidade,g,"71,0",BRC1054F,Nome não encontrado
Carboidrato total,g,"1,24",BRC1054F,Nome não encontrado
Carboidrato disponível,g,"1,24",BRC1054F,Nome não encontrado
Proteína,g,"18,3",BRC1054F,Nome não encontrado
Lipídios,g,"8,40",BRC1054F,Nome não encontrado
Fibra alimentar,g,"0,00",BRC1054F,Nome não encontrado
Álcool,g,"0,00",BRC1054F,Nome não encontrado
Cinzas,g,"1,06",BRC1054F,Nome não encontrado
Colesterol,mg,134,BRC1054F,Nome não encontrado
Ácidos graxos saturados,g,"2,76",BRC1054F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,22",BRC1054F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,26",BRC1054F,Nome não encontrado
Ácidos graxos trans,g,,BRC1054F,Nome não encontrado
Cálcio,mg,"10,00",BRC1054F,Nome não encontrado
Ferro,mg,"10,4",BRC1054F,Nome não encontrado
Sódio,mg,"84,3",BRC1054F,Nome não encontrado
Magnésio,mg,"18,3",BRC1054F,Nome não encontrado
Fósforo,mg,216,BRC1054F,Nome não encontrado
Potássio,mg,270,BRC1054F,Nome não encontrado
Manganês,mg,"0,14",BRC1054F,Nome não encontrado
Zinco,mg,"3,86",BRC1054F,Nome não encontrado
Cobre,mg,"0,39",BRC1054F,Nome não encontrado
Selênio,mcg,"24,5",BRC1054F,Nome não encontrado
Vitamina A (RE),mcg,2169,BRC1054F,Nome não encontrado
Vitamina A (RAE),mcg,2169,BRC1054F,Nome não encontrado
Vitamina D,mcg,,BRC1054F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,46",BRC1054F,Nome não encontrado
Tiamina,mg,"0,46",BRC1054F,Nome não encontrado
Riboflavina,mg,"1,56",BRC1054F,Nome não encontrado
Niacina,mg,"9,12",BRC1054F,Nome não encontrado
Vitamina B6,mg,"0,44",BRC1054F,Nome não encontrado
Vitamina B12,mcg,"10,9",BRC1054F,Nome não encontrado
Vitamina C,mg,"11,7",BRC1054F,Nome não encontrado
Equivalente de folato,mcg,"73,3",BRC1054F,Nome não encontrado
Sal de adição,g,"0,00",BRC1054F,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1054F,Nome não encontrado
Gordura de adição,g,"0,00",BRC1054F,Nome não encontrado
Proteína vegetal,g,"0,00",BRC1054F,Nome não encontrado
Proteína animal,g,"18,3",BRC1054F,Nome não encontrado
