componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (25 g),codigo_alimento,nome_alimento
Energia,kJ,1588,397,BRC0123B,Nome não encontrado
Energia,kcal,381,95,BRC0123B,Nome não encontrado
Umidade,g,"31,1","7,77",BRC0123B,Nome não encontrado
Carboidrato total,g,"35,6","8,90",BRC0123B,Nome não encontrado
Carboidrato disponível,g,"35,0","8,75",BRC0123B,Nome não encontrado
Proteína,g,"7,18","1,79",BRC0123B,Nome não encontrado
Lipídios,g,"23,4","5,85",BRC0123B,Nome não encontrado
Fibra alimentar,g,"0,61","0,15",BRC0123B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0123B,Nome não encontrado
Cinzas,g,"2,70","0,68",BRC0123B,Nome não encontrado
Colesterol,mg,"64,5","16,1",BRC0123B,Nome não encontrado
Ácidos graxos saturados,g,"5,69","1,42",BRC0123B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,02","1,26",BRC0123B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,86","1,72",BRC0123B,Nome não encontrado
Ácidos graxos trans,g,"1,26","0,31",BRC0123B,Nome não encontrado
Cálcio,mg,106,"26,6",BRC0123B,Nome não encontrado
Ferro,mg,"0,29","0,07",BRC0123B,Nome não encontrado
Sódio,mg,804,201,BRC0123B,Nome não encontrado
Magnésio,mg,"8,57","2,14",BRC0123B,Nome não encontrado
Fósforo,mg,"97,5","24,4",BRC0123B,Nome não encontrado
Potássio,mg,"96,8","24,2",BRC0123B,Nome não encontrado
Manganês,mg,"0,03","0,01",BRC0123B,Nome não encontrado
Zinco,mg,"0,66","0,16",BRC0123B,Nome não encontrado
Cobre,mg,"0,01","0,00",BRC0123B,Nome não encontrado
Selênio,mcg,-,-,BRC0123B,Nome não encontrado
Vitamina A (RE),mcg,"63,8","15,9",BRC0123B,Nome não encontrado
Vitamina A (RAE),mcg,"63,8","15,9",BRC0123B,Nome não encontrado
Vitamina D,mcg,,,BRC0123B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0123B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0123B,Nome não encontrado
Riboflavina,mg,"0,10","0,03",BRC0123B,Nome não encontrado
Niacina,mg,traços,traços,BRC0123B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0123B,Nome não encontrado
Vitamina B12,mcg,,,BRC0123B,Nome não encontrado
Vitamina C,mg,,,BRC0123B,Nome não encontrado
Equivalente de folato,mcg,,,BRC0123B,Nome não encontrado
Sal de adição,g,,,BRC0123B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0123B,Nome não encontrado
Gordura de adição,g,,,BRC0123B,Nome não encontrado
Proteína vegetal,g,,,BRC0123B,Nome não encontrado
Proteína animal,g,,,BRC0123B,Nome não encontrado
