componente,unidade,Valor por 100g,Colher sopa cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,471,188,BRC0310B,Nome não encontrado
Energia,kcal,111,44,BRC0310B,Nome não encontrado
Umidade,g,"72,0","28,8",BRC0310B,Nome não encontrado
Carboidrato total,g,"23,2","9,30",BRC0310B,Nome não encontrado
Carboidrato disponível,g,"22,9","9,14",BRC0310B,Nome não encontrado
Proteína,g,"0,86","0,34",BRC0310B,Nome não encontrado
Lipídios,g,"1,24","0,50",BRC0310B,Nome não encontrado
Fibra alimentar,g,"1,93","0,77",BRC0310B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0310B,Nome não encontrado
Cinzas,g,"0,69","0,28",BRC0310B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0310B,Nome não encontrado
Ácidos graxos saturados,g,"0,22","0,09",BRC0310B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,31","0,12",BRC0310B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,69","0,27",BRC0310B,Nome não encontrado
Ácidos graxos trans,g,traços,traços,BRC0310B,Nome não encontrado
Cálcio,mg,"17,1","6,85",BRC0310B,Nome não encontrado
Ferro,mg,"0,16","0,06",BRC0310B,Nome não encontrado
Sódio,mg,"81,6","32,6",BRC0310B,Nome não encontrado
Magnésio,mg,"24,5","9,81",BRC0310B,Nome não encontrado
Fósforo,mg,"25,3","10,1",BRC0310B,Nome não encontrado
Potássio,mg,141,"56,5",BRC0310B,Nome não encontrado
Manganês,mg,"0,07","0,03",BRC0310B,Nome não encontrado
Zinco,mg,"0,19","0,08",BRC0310B,Nome não encontrado
Cobre,mg,"0,04","0,01",BRC0310B,Nome não encontrado
Selênio,mcg,"0,46","0,18",BRC0310B,Nome não encontrado
Vitamina A (RE),mcg,"37,8","15,1",BRC0310B,Nome não encontrado
Vitamina A (RAE),mcg,"18,9","7,57",BRC0310B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0310B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,36","0,15",BRC0310B,Nome não encontrado
Tiamina,mg,"0,07","0,03",BRC0310B,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0310B,Nome não encontrado
Niacina,mg,traços,traços,BRC0310B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0310B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0310B,Nome não encontrado
Vitamina C,mg,"12,9","5,15",BRC0310B,Nome não encontrado
Equivalente de folato,mcg,"11,6","4,66",BRC0310B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0310B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0310B,Nome não encontrado
Gordura de adição,g,-,-,BRC0310B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0310B,Nome não encontrado
Proteína animal,g,-,-,BRC0310B,Nome não encontrado
