componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,2036,1018,BRC0157K,Nome não encontrado
Energia,kcal,487,243,BRC0157K,Nome não encontrado
Umidade,g,"9,26","4,63",BRC0157K,Nome não encontrado
Carboidrato total,g,"57,3","28,7",BRC0157K,Nome não encontrado
Carboidrato disponível,g,"55,2","27,6",BRC0157K,Nome não encontrado
Proteína,g,"4,78","2,39",BRC0157K,Nome não encontrado
Lipídios,g,"26,3","13,2",BRC0157K,Nome não encontrado
Fibra alimentar,g,"2,14","1,07",BRC0157K,Nome não encontrado
Álcool,g,"0,59","0,29",BRC0157K,Nome não encontrado
Cinzas,g,"1,75","0,88",BRC0157K,Nome não encontrado
Colesterol,mg,"11,2","5,62",BRC0157K,Nome não encontrado
Ácidos graxos saturados,g,"14,3","7,14",BRC0157K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,30","4,15",BRC0157K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,81","0,41",BRC0157K,Nome não encontrado
Ácidos graxos trans,g,"0,21","0,10",BRC0157K,Nome não encontrado
Cálcio,mg,142,"71,3",BRC0157K,Nome não encontrado
Ferro,mg,"2,11","1,06",BRC0157K,Nome não encontrado
Sódio,mg,"46,1","23,1",BRC0157K,Nome não encontrado
Magnésio,mg,"67,3","33,7",BRC0157K,Nome não encontrado
Fósforo,mg,184,"92,3",BRC0157K,Nome não encontrado
Potássio,mg,296,148,BRC0157K,Nome não encontrado
Manganês,mg,"0,38","0,19",BRC0157K,Nome não encontrado
Zinco,mg,"0,96","0,48",BRC0157K,Nome não encontrado
Cobre,mg,"0,39","0,19",BRC0157K,Nome não encontrado
Selênio,mcg,"2,91","1,46",BRC0157K,Nome não encontrado
Vitamina A (RE),mcg,,traços,BRC0157K,Nome não encontrado
Vitamina A (RAE),mcg,"0,24","0,12",BRC0157K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0157K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,40","0,20",BRC0157K,Nome não encontrado
Tiamina,mg,"0,08","0,04",BRC0157K,Nome não encontrado
Riboflavina,mg,"0,15","0,07",BRC0157K,Nome não encontrado
Niacina,mg,"0,64","0,32",BRC0157K,Nome não encontrado
Vitamina B6,mg,"0,38","0,19",BRC0157K,Nome não encontrado
Vitamina B12,mcg,"0,48","0,24",BRC0157K,Nome não encontrado
Vitamina C,mg,"0,46","0,23",BRC0157K,Nome não encontrado
Equivalente de folato,mcg,"9,91","4,96",BRC0157K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0157K,Nome não encontrado
Açúcar de adição,g,,traços,BRC0157K,Nome não encontrado
Gordura de adição,g,-,-,BRC0157K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0157K,Nome não encontrado
Proteína animal,g,-,-,BRC0157K,Nome não encontrado
