componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,474,260,BRC0348N,Nome não encontrado
Energia,kcal,113,62,BRC0348N,Nome não encontrado
Umidade,g,"76,2","41,9",BRC0348N,Nome não encontrado
Carboidrato total,g,"6,38","3,51",BRC0348N,Nome não encontrado
Carboidrato disponível,g,"5,39","2,96",BRC0348N,Nome não encontrado
Proteína,g,"11,9","6,56",BRC0348N,Nome não encontrado
Lipídios,g,"4,64","2,55",BRC0348N,Nome não encontrado
Fibra alimentar,g,"0,99","0,55",BRC0348N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0348N,Nome não encontrado
Cinzas,g,"0,87","0,48",BRC0348N,Nome não encontrado
Colesterol,mg,"42,4","23,3",BRC0348N,Nome não encontrado
Ácidos graxos saturados,g,"2,23","1,23",BRC0348N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,51","0,83",BRC0348N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,16",BRC0348N,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,08",BRC0348N,Nome não encontrado
Cálcio,mg,"16,9","9,27",BRC0348N,Nome não encontrado
Ferro,mg,"1,12","0,62",BRC0348N,Nome não encontrado
Sódio,mg,153,"84,2",BRC0348N,Nome não encontrado
Magnésio,mg,"13,6","7,47",BRC0348N,Nome não encontrado
Fósforo,mg,"79,5","43,7",BRC0348N,Nome não encontrado
Potássio,mg,159,"87,6",BRC0348N,Nome não encontrado
Manganês,mg,"0,20","0,11",BRC0348N,Nome não encontrado
Zinco,mg,"3,26","1,80",BRC0348N,Nome não encontrado
Cobre,mg,"0,08","0,04",BRC0348N,Nome não encontrado
Selênio,mcg,"0,45","0,24",BRC0348N,Nome não encontrado
Vitamina A (RE),mcg,"90,5","49,8",BRC0348N,Nome não encontrado
Vitamina A (RAE),mcg,"45,5","25,0",BRC0348N,Nome não encontrado
Vitamina D,mcg,"1,08","0,59",BRC0348N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,45","0,25",BRC0348N,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0348N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0348N,Nome não encontrado
Niacina,mg,"0,72","0,39",BRC0348N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0348N,Nome não encontrado
Vitamina B12,mcg,"1,05","0,58",BRC0348N,Nome não encontrado
Vitamina C,mg,"9,75","5,36",BRC0348N,Nome não encontrado
Equivalente de folato,mcg,"20,3","11,1",BRC0348N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0348N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0348N,Nome não encontrado
Gordura de adição,g,-,-,BRC0348N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0348N,Nome não encontrado
Proteína animal,g,-,-,BRC0348N,Nome não encontrado
