componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (150 g),codigo_alimento,nome_alimento
Energia,kJ,786,1179,BRC0366A,Nome não encontrado
Energia,kcal,187,280,BRC0366A,Nome não encontrado
Umidade,g,"56,7","85,0",BRC0366A,Nome não encontrado
Carboidrato total,g,"26,3","39,4",BRC0366A,Nome não encontrado
Carboidrato disponível,g,"23,3","35,0",BRC0366A,Nome não encontrado
Proteína,g,"8,73","13,1",BRC0366A,Nome não encontrado
Lipídios,g,"5,88","8,82",BRC0366A,Nome não encontrado
Fibra alimentar,g,"2,94","4,40",BRC0366A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0366A,Nome não encontrado
Cinzas,g,"2,45","3,67",BRC0366A,Nome não encontrado
Colesterol,mg,"33,5","50,2",BRC0366A,Nome não encontrado
Ácidos graxos saturados,g,"1,44","2,16",BRC0366A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,92","2,87",BRC0366A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,41","2,12",BRC0366A,Nome não encontrado
Ácidos graxos trans,g,"0,07","0,11",BRC0366A,Nome não encontrado
Cálcio,mg,"29,3","43,9",BRC0366A,Nome não encontrado
Ferro,mg,"2,74","4,11",BRC0366A,Nome não encontrado
Sódio,mg,599,899,BRC0366A,Nome não encontrado
Magnésio,mg,"17,5","26,3",BRC0366A,Nome não encontrado
Fósforo,mg,117,176,BRC0366A,Nome não encontrado
Potássio,mg,155,233,BRC0366A,Nome não encontrado
Manganês,mg,"0,30","0,46",BRC0366A,Nome não encontrado
Zinco,mg,"1,59","2,39",BRC0366A,Nome não encontrado
Cobre,mg,"0,02","0,04",BRC0366A,Nome não encontrado
Selênio,mcg,"2,45","3,68",BRC0366A,Nome não encontrado
Vitamina A (RE),mcg,"20,2","30,3",BRC0366A,Nome não encontrado
Vitamina A (RAE),mcg,"10,1","15,2",BRC0366A,Nome não encontrado
Vitamina D,mcg,"0,13","0,19",BRC0366A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,15","1,73",BRC0366A,Nome não encontrado
Tiamina,mg,"0,05","0,07",BRC0366A,Nome não encontrado
Riboflavina,mg,"0,09","0,14",BRC0366A,Nome não encontrado
Niacina,mg,"1,39","2,08",BRC0366A,Nome não encontrado
Vitamina B6,mg,"0,17","0,26",BRC0366A,Nome não encontrado
Vitamina B12,mcg,"0,25","0,37",BRC0366A,Nome não encontrado
Vitamina C,mg,"0,84","1,26",BRC0366A,Nome não encontrado
Equivalente de folato,mcg,"53,8","80,7",BRC0366A,Nome não encontrado
Sal de adição,g,,-,BRC0366A,Nome não encontrado
Açúcar de adição,g,,-,BRC0366A,Nome não encontrado
Gordura de adição,g,-,-,BRC0366A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0366A,Nome não encontrado
Proteína animal,g,-,-,BRC0366A,Nome não encontrado
