componente,unidade,Valor por 100g,Colher sopa cheia (17 g),Colher sopa rasa (12 g),codigo_alimento,nome_alimento
Energia,kJ,128,21,15,BRC0020B,Nome não encontrado
Energia,kcal,31,5,3,BRC0020B,Nome não encontrado
Umidade,g,"90,2","15,3","10,8",BRC0020B,Nome não encontrado
Carboidrato total,g,"7,55","1,28","0,91",BRC0020B,Nome não encontrado
Carboidrato disponível,g,"4,56","0,78","0,55",BRC0020B,Nome não encontrado
Proteína,g,"1,12","0,19","0,13",BRC0020B,Nome não encontrado
Lipídios,g,"0,21","0,04","0,03",BRC0020B,Nome não encontrado
Fibra alimentar,g,"2,98","0,51","0,36",BRC0020B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0020B,Nome não encontrado
Cinzas,g,"0,91","0,16","0,11",BRC0020B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0020B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,00",BRC0020B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00","0,00",BRC0020B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,02","0,01",BRC0020B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0020B,Nome não encontrado
Cálcio,mg,"21,4","3,63","2,56",BRC0020B,Nome não encontrado
Ferro,mg,"0,47","0,08","0,06",BRC0020B,Nome não encontrado
Sódio,mg,"11,1","1,89","1,34",BRC0020B,Nome não encontrado
Magnésio,mg,"11,4","1,93","1,36",BRC0020B,Nome não encontrado
Fósforo,mg,"26,9","4,58","3,23",BRC0020B,Nome não encontrado
Potássio,mg,278,"47,3","33,4",BRC0020B,Nome não encontrado
Manganês,mg,"0,06","0,01","0,01",BRC0020B,Nome não encontrado
Zinco,mg,"0,30","0,05","0,04",BRC0020B,Nome não encontrado
Cobre,mg,"0,07","0,01","0,01",BRC0020B,Nome não encontrado
Selênio,mcg,"0,60","0,10","0,07",BRC0020B,Nome não encontrado
Vitamina A (RE),mcg,740,125,"88,9",BRC0020B,Nome não encontrado
Vitamina A (RAE),mcg,370,"63,0","44,4",BRC0020B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0020B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58","0,10","0,07",BRC0020B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0020B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0020B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0020B,Nome não encontrado
Vitamina B6,mg,"0,05","0,01","0,01",BRC0020B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0020B,Nome não encontrado
Vitamina C,mg,"5,12","0,87","0,61",BRC0020B,Nome não encontrado
Equivalente de folato,mcg,"15,9","2,70","1,91",BRC0020B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0020B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0020B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0020B,Nome não encontrado
Proteína vegetal,g,"1,12","0,19","0,13",BRC0020B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0020B,Nome não encontrado
