componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,575,690,BRC0065F,Nome não encontrado
Energia,kcal,137,164,BRC0065F,Nome não encontrado
Umidade,g,"71,7","86,0",BRC0065F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0065F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0065F,Nome não encontrado
Proteína,g,"21,6","25,9",BRC0065F,Nome não encontrado
Lipídios,g,"5,61","6,74",BRC0065F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0065F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0065F,Nome não encontrado
Cinzas,g,"1,07","1,29",BRC0065F,Nome não encontrado
Colesterol,mg,"54,8","65,7",BRC0065F,Nome não encontrado
Ácidos graxos saturados,g,"2,90","3,48",BRC0065F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","2,28",BRC0065F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20","0,24",BRC0065F,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,13",BRC0065F,Nome não encontrado
Cálcio,mg,"2,93","3,52",BRC0065F,Nome não encontrado
Ferro,mg,"1,92","2,30",BRC0065F,Nome não encontrado
Sódio,mg,"48,9","58,6",BRC0065F,Nome não encontrado
Magnésio,mg,"21,4","25,7",BRC0065F,Nome não encontrado
Fósforo,mg,192,231,BRC0065F,Nome não encontrado
Potássio,mg,321,385,BRC0065F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0065F,Nome não encontrado
Zinco,mg,"2,91","3,49",BRC0065F,Nome não encontrado
Cobre,mg,"0,08","0,10",BRC0065F,Nome não encontrado
Selênio,mcg,"5,20","6,24",BRC0065F,Nome não encontrado
Vitamina A (RE),mcg,"3,63","4,36",BRC0065F,Nome não encontrado
Vitamina A (RAE),mcg,"3,63","4,36",BRC0065F,Nome não encontrado
Vitamina D,mcg,"0,10","0,12",BRC0065F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23","0,27",BRC0065F,Nome não encontrado
Tiamina,mg,"0,12","0,14",BRC0065F,Nome não encontrado
Riboflavina,mg,"0,10","0,12",BRC0065F,Nome não encontrado
Niacina,mg,"1,78","2,13",BRC0065F,Nome não encontrado
Vitamina B6,mg,"0,04","0,05",BRC0065F,Nome não encontrado
Vitamina B12,mcg,"3,63","4,35",BRC0065F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0065F,Nome não encontrado
Equivalente de folato,mcg,"4,11","4,93",BRC0065F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0065F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0065F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0065F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0065F,Nome não encontrado
Proteína animal,g,"21,6","25,9",BRC0065F,Nome não encontrado
