componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1048,157,BRC0112B,Nome não encontrado
Energia,kcal,254,38,BRC0112B,Nome não encontrado
Umidade,g,"63,8","9,57",BRC0112B,Nome não encontrado
Carboidrato total,g,"10,5","1,58",BRC0112B,Nome não encontrado
Carboidrato disponível,g,"8,16","1,22",BRC0112B,Nome não encontrado
Proteína,g,"2,01","0,30",BRC0112B,Nome não encontrado
Lipídios,g,"23,1","3,47",BRC0112B,Nome não encontrado
Fibra alimentar,g,"2,33","0,35",BRC0112B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0112B,Nome não encontrado
Cinzas,g,"0,62","0,09",BRC0112B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0112B,Nome não encontrado
Ácidos graxos saturados,g,"3,56","0,53",BRC0112B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,38","0,81",BRC0112B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"13,8","2,07",BRC0112B,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,02",BRC0112B,Nome não encontrado
Cálcio,mg,"16,1","2,42",BRC0112B,Nome não encontrado
Ferro,mg,"0,25","0,04",BRC0112B,Nome não encontrado
Sódio,mg,"0,71","0,11",BRC0112B,Nome não encontrado
Magnésio,mg,"13,6","2,04",BRC0112B,Nome não encontrado
Fósforo,mg,"45,1","6,77",BRC0112B,Nome não encontrado
Potássio,mg,210,"31,5",BRC0112B,Nome não encontrado
Manganês,mg,"0,16","0,02",BRC0112B,Nome não encontrado
Zinco,mg,"0,20","0,03",BRC0112B,Nome não encontrado
Cobre,mg,"0,13","0,02",BRC0112B,Nome não encontrado
Selênio,mcg,"0,06","0,01",BRC0112B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0112B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0112B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0112B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,59","0,09",BRC0112B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0112B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0112B,Nome não encontrado
Niacina,mg,traços,traços,BRC0112B,Nome não encontrado
Vitamina B6,mg,"0,15","0,02",BRC0112B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0112B,Nome não encontrado
Vitamina C,mg,"4,44","0,67",BRC0112B,Nome não encontrado
Equivalente de folato,mcg,"20,7","3,11",BRC0112B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0112B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0112B,Nome não encontrado
Gordura de adição,g,"23,0","3,45",BRC0112B,Nome não encontrado
Proteína vegetal,g,"2,01","0,30",BRC0112B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0112B,Nome não encontrado
