componente,unidade,Valor por 100g,Colher sopa cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,920,368,BRC0110A,Nome não encontrado
Energia,kcal,217,86,BRC0110A,Nome não encontrado
Umidade,g,"45,0","18,0",BRC0110A,Nome não encontrado
Carboidrato total,g,"45,1","18,0",BRC0110A,Nome não encontrado
Carboidrato disponível,g,"43,5","17,4",BRC0110A,Nome não encontrado
Proteína,g,"7,01","2,80",BRC0110A,Nome não encontrado
Lipídios,g,"1,34","0,54",BRC0110A,Nome não encontrado
Fibra alimentar,g,"1,61","0,64",BRC0110A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0110A,Nome não encontrado
Cinzas,g,"1,61","0,64",BRC0110A,Nome não encontrado
Colesterol,mg,"21,7","8,68",BRC0110A,Nome não encontrado
Ácidos graxos saturados,g,"0,50","0,20",BRC0110A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,40","0,16",BRC0110A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,40","0,16",BRC0110A,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,02",BRC0110A,Nome não encontrado
Cálcio,mg,"16,5","6,62",BRC0110A,Nome não encontrado
Ferro,mg,"3,53","1,41",BRC0110A,Nome não encontrado
Sódio,mg,666,266,BRC0110A,Nome não encontrado
Magnésio,mg,"12,6","5,04",BRC0110A,Nome não encontrado
Fósforo,mg,"82,0","32,8",BRC0110A,Nome não encontrado
Potássio,mg,136,"54,6",BRC0110A,Nome não encontrado
Manganês,mg,"0,35","0,14",BRC0110A,Nome não encontrado
Zinco,mg,"0,76","0,30",BRC0110A,Nome não encontrado
Cobre,mg,"0,10","0,04",BRC0110A,Nome não encontrado
Selênio,mcg,"4,50","1,80",BRC0110A,Nome não encontrado
Vitamina A (RE),mcg,"9,54","3,82",BRC0110A,Nome não encontrado
Vitamina A (RAE),mcg,"9,52","3,81",BRC0110A,Nome não encontrado
Vitamina D,mcg,"0,11","0,05",BRC0110A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,04",BRC0110A,Nome não encontrado
Tiamina,mg,"0,08","0,03",BRC0110A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0110A,Nome não encontrado
Niacina,mg,traços,traços,BRC0110A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0110A,Nome não encontrado
Vitamina B12,mcg,"0,05","0,02",BRC0110A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0110A,Nome não encontrado
Equivalente de folato,mcg,171,"68,6",BRC0110A,Nome não encontrado
Sal de adição,g,,,BRC0110A,Nome não encontrado
Açúcar de adição,g,,,BRC0110A,Nome não encontrado
Gordura de adição,g,,,BRC0110A,Nome não encontrado
Proteína vegetal,g,,,BRC0110A,Nome não encontrado
Proteína animal,g,,,BRC0110A,Nome não encontrado
