componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,177,423,291,BRC0208C,Nome não encontrado
Energia,kcal,42,99,68,BRC0208C,Nome não encontrado
Umidade,g,"89,4",214,147,BRC0208C,Nome não encontrado
Carboidrato total,g,"9,81","23,5","16,2",BRC0208C,Nome não encontrado
Carboidrato disponível,g,"9,72","23,3","16,0",BRC0208C,Nome não encontrado
Proteína,g,"0,54","1,30","0,89",BRC0208C,Nome não encontrado
Lipídios,g,"0,04","0,10","0,07",BRC0208C,Nome não encontrado
Fibra alimentar,g,"0,10","0,23","0,16",BRC0208C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Cinzas,g,"0,19","0,45","0,31",BRC0208C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Cálcio,mg,"8,34","20,0","13,8",BRC0208C,Nome não encontrado
Ferro,mg,"0,25","0,59","0,40",BRC0208C,Nome não encontrado
Sódio,mg,"0,62","1,50","1,03",BRC0208C,Nome não encontrado
Magnésio,mg,"7,40","17,8","12,2",BRC0208C,Nome não encontrado
Fósforo,mg,"7,98","19,1","13,2",BRC0208C,Nome não encontrado
Potássio,mg,"71,6",171,118,BRC0208C,Nome não encontrado
Manganês,mg,"0,19","0,45","0,31",BRC0208C,Nome não encontrado
Zinco,mg,"0,07","0,16","0,11",BRC0208C,Nome não encontrado
Cobre,mg,"0,00","0,01","0,00",BRC0208C,Nome não encontrado
Selênio,mcg,"0,45","1,08","0,74",BRC0208C,Nome não encontrado
Vitamina A (RE),mcg,"73,2",175,120,BRC0208C,Nome não encontrado
Vitamina A (RAE),mcg,"36,6","87,8","60,4",BRC0208C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0208C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Vitamina C,mg,"3,71","8,89","6,11",BRC0208C,Nome não encontrado
Equivalente de folato,mcg,"1,97","4,74","3,26",BRC0208C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0208C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0208C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0208C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0208C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0208C,Nome não encontrado
