componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,372,74,484,BRC0742B,Nome não encontrado
Energia,kcal,88,17,114,BRC0742B,Nome não encontrado
Umidade,g,"79,0","15,8",102,BRC0742B,Nome não encontrado
Carboidrato total,g,"13,2","2,64","17,1",BRC0742B,Nome não encontrado
Carboidrato disponível,g,"12,2","2,45","15,9",BRC0742B,Nome não encontrado
Proteína,g,"4,68","0,94","6,08",BRC0742B,Nome não encontrado
Lipídios,g,"2,09","0,42","2,71",BRC0742B,Nome não encontrado
Fibra alimentar,g,"0,95","0,19","1,23",BRC0742B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0742B,Nome não encontrado
Cinzas,g,"1,12","0,22","1,46",BRC0742B,Nome não encontrado
Colesterol,mg,"13,0","2,59","16,8",BRC0742B,Nome não encontrado
Ácidos graxos saturados,g,"0,65","0,13","0,84",BRC0742B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,76","0,15","0,99",BRC0742B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,52","0,10","0,68",BRC0742B,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,01","0,06",BRC0742B,Nome não encontrado
Cálcio,mg,"14,2","2,85","18,5",BRC0742B,Nome não encontrado
Ferro,mg,"0,47","0,09","0,61",BRC0742B,Nome não encontrado
Sódio,mg,333,"66,7",433,BRC0742B,Nome não encontrado
Magnésio,mg,"13,7","2,73","17,8",BRC0742B,Nome não encontrado
Fósforo,mg,"28,2","5,65","36,7",BRC0742B,Nome não encontrado
Potássio,mg,"84,9","17,0",110,BRC0742B,Nome não encontrado
Manganês,mg,"0,07","0,01","0,09",BRC0742B,Nome não encontrado
Zinco,mg,"0,74","0,15","0,96",BRC0742B,Nome não encontrado
Cobre,mg,"0,03","0,01","0,04",BRC0742B,Nome não encontrado
Selênio,mcg,"0,47","0,09","0,60",BRC0742B,Nome não encontrado
Vitamina A (RE),mcg,"45,3","9,06","58,9",BRC0742B,Nome não encontrado
Vitamina A (RAE),mcg,"23,1","4,62","30,0",BRC0742B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0742B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44","0,09","0,58",BRC0742B,Nome não encontrado
Tiamina,mg,"0,03","0,01","0,04",BRC0742B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0742B,Nome não encontrado
Niacina,mg,"0,34","0,07","0,44",BRC0742B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,04",BRC0742B,Nome não encontrado
Vitamina B12,mcg,"0,19","0,04","0,25",BRC0742B,Nome não encontrado
Vitamina C,mg,"5,26","1,05","6,83",BRC0742B,Nome não encontrado
Equivalente de folato,mcg,"8,25","1,65","10,7",BRC0742B,Nome não encontrado
Sal de adição,g,"0,47","0,09","0,61",BRC0742B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0742B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0742B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0742B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0742B,Nome não encontrado
