componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,456,250,BRC0404N,Nome não encontrado
Energia,kcal,109,59,BRC0404N,Nome não encontrado
Umidade,g,"77,5","42,6",BRC0404N,Nome não encontrado
Carboidrato total,g,"3,88","2,13",BRC0404N,Nome não encontrado
Carboidrato disponível,g,"3,04","1,67",BRC0404N,Nome não encontrado
Proteína,g,"13,3","7,31",BRC0404N,Nome não encontrado
Lipídios,g,"4,64","2,55",BRC0404N,Nome não encontrado
Fibra alimentar,g,"0,83","0,46",BRC0404N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0404N,Nome não encontrado
Cinzas,g,"0,67","0,37",BRC0404N,Nome não encontrado
Colesterol,mg,"44,7","24,6",BRC0404N,Nome não encontrado
Ácidos graxos saturados,g,"1,40","0,77",BRC0404N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,56","1,41",BRC0404N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,20",BRC0404N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0404N,Nome não encontrado
Cálcio,mg,"7,31","4,02",BRC0404N,Nome não encontrado
Ferro,mg,"1,17","0,64",BRC0404N,Nome não encontrado
Sódio,mg,"23,1","12,7",BRC0404N,Nome não encontrado
Magnésio,mg,"13,3","7,33",BRC0404N,Nome não encontrado
Fósforo,mg,113,"62,6",BRC0404N,Nome não encontrado
Potássio,mg,251,138,BRC0404N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0404N,Nome não encontrado
Zinco,mg,"2,92","1,61",BRC0404N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0404N,Nome não encontrado
Selênio,mcg,"0,21","0,12",BRC0404N,Nome não encontrado
Vitamina A (RE),mcg,141,"78,1",BRC0404N,Nome não encontrado
Vitamina A (RAE),mcg,"71,2","39,1",BRC0404N,Nome não encontrado
Vitamina D,mcg,,,BRC0404N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,38","0,21",BRC0404N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0404N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0404N,Nome não encontrado
Niacina,mg,"1,47","0,81",BRC0404N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0404N,Nome não encontrado
Vitamina B12,mcg,"1,47","0,81",BRC0404N,Nome não encontrado
Vitamina C,mg,"1,02","0,56",BRC0404N,Nome não encontrado
Equivalente de folato,mcg,"8,26","4,54",BRC0404N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0404N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0404N,Nome não encontrado
Gordura de adição,g,-,-,BRC0404N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0404N,Nome não encontrado
Proteína animal,g,-,-,BRC0404N,Nome não encontrado
