componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1299,BRC0083T,Nome não encontrado
Energia,kcal,308,BRC0083T,Nome não encontrado
Umidade,g,"10,9",BRC0083T,Nome não encontrado
Carboidrato total,g,"59,2",BRC0083T,Nome não encontrado
Carboidrato disponível,g,"38,4",BRC0083T,Nome não encontrado
Proteína,g,"25,3",BRC0083T,Nome não encontrado
Lipídios,g,"1,36",BRC0083T,Nome não encontrado
Fibra alimentar,g,"20,8",BRC0083T,Nome não encontrado
Álcool,g,"0,00",BRC0083T,Nome não encontrado
Cinzas,g,"3,29",BRC0083T,Nome não encontrado
Colesterol,mg,"0,00",BRC0083T,Nome não encontrado
Ácidos graxos saturados,g,"0,21",BRC0083T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28",BRC0083T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,53",BRC0083T,Nome não encontrado
Ácidos graxos trans,g,,BRC0083T,Nome não encontrado
Cálcio,mg,"95,6",BRC0083T,Nome não encontrado
Ferro,mg,"5,19",BRC0083T,Nome não encontrado
Sódio,mg,"25,0",BRC0083T,Nome não encontrado
Magnésio,mg,135,BRC0083T,Nome não encontrado
Fósforo,mg,431,BRC0083T,Nome não encontrado
Potássio,mg,1193,BRC0083T,Nome não encontrado
Manganês,mg,"1,48",BRC0083T,Nome não encontrado
Zinco,mg,"3,55",BRC0083T,Nome não encontrado
Cobre,mg,"0,82",BRC0083T,Nome não encontrado
Selênio,mcg,,BRC0083T,Nome não encontrado
Vitamina A (RE),mcg,"4,75",BRC0083T,Nome não encontrado
Vitamina A (RAE),mcg,"2,38",BRC0083T,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0083T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04",BRC0083T,Nome não encontrado
Tiamina,mg,"0,56",BRC0083T,Nome não encontrado
Riboflavina,mg,"0,23",BRC0083T,Nome não encontrado
Niacina,mg,"2,41",BRC0083T,Nome não encontrado
Vitamina B6,mg,"0,31",BRC0083T,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0083T,Nome não encontrado
Vitamina C,mg,"1,40",BRC0083T,Nome não encontrado
Equivalente de folato,mcg,254,BRC0083T,Nome não encontrado
Sal de adição,g,"0,00",BRC0083T,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0083T,Nome não encontrado
Gordura de adição,g,"0,00",BRC0083T,Nome não encontrado
Proteína vegetal,g,"25,3",BRC0083T,Nome não encontrado
Proteína animal,g,"0,00",BRC0083T,Nome não encontrado
