componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,579,637,BRC0789F,Nome não encontrado
Energia,kcal,137,150,BRC0789F,Nome não encontrado
Umidade,g,"65,5","72,1",BRC0789F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0789F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0789F,Nome não encontrado
Proteína,g,"29,5","32,5",BRC0789F,Nome não encontrado
Lipídios,g,"2,09","2,29",BRC0789F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0789F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0789F,Nome não encontrado
Cinzas,g,"1,98","2,17",BRC0789F,Nome não encontrado
Colesterol,mg,"47,5","52,2",BRC0789F,Nome não encontrado
Ácidos graxos saturados,g,"0,31","0,34",BRC0789F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,50","0,55",BRC0789F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,57","0,63",BRC0789F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0789F,Nome não encontrado
Cálcio,mg,"10,4","11,4",BRC0789F,Nome não encontrado
Ferro,mg,"0,82","0,90",BRC0789F,Nome não encontrado
Sódio,mg,219,241,BRC0789F,Nome não encontrado
Magnésio,mg,"25,4","27,9",BRC0789F,Nome não encontrado
Fósforo,mg,173,191,BRC0789F,Nome não encontrado
Potássio,mg,143,157,BRC0789F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0789F,Nome não encontrado
Zinco,mg,"1,56","1,71",BRC0789F,Nome não encontrado
Cobre,mg,"0,04","0,04",BRC0789F,Nome não encontrado
Selênio,mcg,"29,7","32,7",BRC0789F,Nome não encontrado
Vitamina A (RE),mcg,"2,46","2,71",BRC0789F,Nome não encontrado
Vitamina A (RAE),mcg,"2,46","2,71",BRC0789F,Nome não encontrado
Vitamina D,mcg,"0,10","0,11",BRC0789F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,05",BRC0789F,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0789F,Nome não encontrado
Riboflavina,mg,"0,21","0,23",BRC0789F,Nome não encontrado
Niacina,mg,"8,30","9,13",BRC0789F,Nome não encontrado
Vitamina B6,mg,"0,66","0,72",BRC0789F,Nome não encontrado
Vitamina B12,mcg,"0,91","1,00",BRC0789F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0789F,Nome não encontrado
Equivalente de folato,mcg,"4,70","5,17",BRC0789F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0789F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0789F,Nome não encontrado
Gordura de adição,g,-,-,BRC0789F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0789F,Nome não encontrado
Proteína animal,g,-,-,BRC0789F,Nome não encontrado
