componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,293,58,380,BRC0957F,Nome não encontrado
Energia,kJ,293,58,380,BRC0957F,Nome não encontrado
Energia,kcal,69,13,90,BRC0957F,Nome não encontrado
Energia,kcal,69,13,90,BRC0957F,Nome não encontrado
Umidade,g,"83,1","16,6",108,BRC0957F,Nome não encontrado
Umidade,g,"83,1","16,6",108,BRC0957F,Nome não encontrado
Carboidrato total,g,"6,63","1,33","8,62",BRC0957F,Nome não encontrado
Carboidrato total,g,"6,63","1,33","8,62",BRC0957F,Nome não encontrado
Carboidrato disponível,g,"5,69","1,14","7,40",BRC0957F,Nome não encontrado
Carboidrato disponível,g,"5,69","1,14","7,40",BRC0957F,Nome não encontrado
Proteína,g,"7,69","1,54","10,00",BRC0957F,Nome não encontrado
Proteína,g,"7,69","1,54","10,00",BRC0957F,Nome não encontrado
Lipídios,g,"1,57","0,31","2,04",BRC0957F,Nome não encontrado
Lipídios,g,"1,57","0,31","2,04",BRC0957F,Nome não encontrado
Fibra alimentar,g,"0,95","0,19","1,23",BRC0957F,Nome não encontrado
Fibra alimentar,g,"0,95","0,19","1,23",BRC0957F,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0957F,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0957F,Nome não encontrado
Cinzas,g,"0,99","0,20","1,28",BRC0957F,Nome não encontrado
Cinzas,g,"0,99","0,20","1,28",BRC0957F,Nome não encontrado
Colesterol,mg,"18,9","3,79","24,6",BRC0957F,Nome não encontrado
Colesterol,mg,"18,9","3,79","24,6",BRC0957F,Nome não encontrado
Ácidos graxos saturados,g,"0,38","0,08","0,49",BRC0957F,Nome não encontrado
Ácidos graxos saturados,g,"0,38","0,08","0,49",BRC0957F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,43","0,09","0,56",BRC0957F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,43","0,09","0,56",BRC0957F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,62","0,12","0,81",BRC0957F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,62","0,12","0,81",BRC0957F,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,00","0,02",BRC0957F,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,00","0,02",BRC0957F,Nome não encontrado
Cálcio,mg,"13,2","2,63","17,1",BRC0957F,Nome não encontrado
Cálcio,mg,"13,2","2,63","17,1",BRC0957F,Nome não encontrado
Ferro,mg,"0,34","0,07","0,44",BRC0957F,Nome não encontrado
Ferro,mg,"0,34","0,07","0,44",BRC0957F,Nome não encontrado
Sódio,mg,199,"40,0",259,BRC0957F,Nome não encontrado
Sódio,mg,199,"40,0",259,BRC0957F,Nome não encontrado
Magnésio,mg,"10,2","2,04","13,2",BRC0957F,Nome não encontrado
Magnésio,mg,"10,2","2,04","13,2",BRC0957F,Nome não encontrado
Fósforo,mg,"65,6","13,1","85,3",BRC0957F,Nome não encontrado
Fósforo,mg,"65,6","13,1","85,3",BRC0957F,Nome não encontrado
Potássio,mg,160,"32,1",208,BRC0957F,Nome não encontrado
Potássio,mg,160,"32,1",208,BRC0957F,Nome não encontrado
Manganês,mg,"1,48","0,30","1,93",BRC0957F,Nome não encontrado
Manganês,mg,"1,48","0,30","1,93",BRC0957F,Nome não encontrado
Zinco,mg,"0,35","0,07","0,46",BRC0957F,Nome não encontrado
Zinco,mg,"0,35","0,07","0,46",BRC0957F,Nome não encontrado
Cobre,mg,"0,05","0,01","0,06",BRC0957F,Nome não encontrado
Cobre,mg,"0,05","0,01","0,06",BRC0957F,Nome não encontrado
Selênio,mcg,"2,84","0,57","3,69",BRC0957F,Nome não encontrado
