componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1638,1801,BRC0161F,Nome não encontrado
Energia,kcal,394,433,BRC0161F,Nome não encontrado
Umidade,g,"37,9","41,7",BRC0161F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0161F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0161F,Nome não encontrado
Proteína,g,"30,4","33,5",BRC0161F,Nome não encontrado
Lipídios,g,"30,3","33,3",BRC0161F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0161F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0161F,Nome não encontrado
Cinzas,g,"1,38","1,51",BRC0161F,Nome não encontrado
Colesterol,mg,112,124,BRC0161F,Nome não encontrado
Ácidos graxos saturados,g,"11,8","13,0",BRC0161F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"13,9","15,3",BRC0161F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,10","3,41",BRC0161F,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,07",BRC0161F,Nome não encontrado
Cálcio,mg,"16,8","18,4",BRC0161F,Nome não encontrado
Ferro,mg,"1,04","1,14",BRC0161F,Nome não encontrado
Sódio,mg,"62,7","68,9",BRC0161F,Nome não encontrado
Magnésio,mg,"14,0","15,4",BRC0161F,Nome não encontrado
Fósforo,mg,200,220,BRC0161F,Nome não encontrado
Potássio,mg,245,270,BRC0161F,Nome não encontrado
Manganês,mg,traços,traços,BRC0161F,Nome não encontrado
Zinco,mg,"3,10","3,41",BRC0161F,Nome não encontrado
Cobre,mg,"0,07","0,08",BRC0161F,Nome não encontrado
Selênio,mcg,,,BRC0161F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0161F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0161F,Nome não encontrado
Vitamina D,mcg,,,BRC0161F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0161F,Nome não encontrado
Tiamina,mg,"0,71","0,78",BRC0161F,Nome não encontrado
Riboflavina,mg,"0,05","0,06",BRC0161F,Nome não encontrado
Niacina,mg,"10,6","11,7",BRC0161F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0161F,Nome não encontrado
Vitamina B12,mcg,"0,66","0,73",BRC0161F,Nome não encontrado
Vitamina C,mg,"0,45","0,50",BRC0161F,Nome não encontrado
Equivalente de folato,mcg,"6,03","6,63",BRC0161F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0161F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0161F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0161F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0161F,Nome não encontrado
Proteína animal,g,"30,2","33,2",BRC0161F,Nome não encontrado
