componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,68,163,112,BRC0147C,Nome não encontrado
Energia,kcal,16,38,26,BRC0147C,Nome não encontrado
Umidade,g,"95,5",229,157,BRC0147C,Nome não encontrado
Carboidrato total,g,"3,58","8,59","5,90",BRC0147C,Nome não encontrado
Carboidrato disponível,g,"2,67","6,40","4,40",BRC0147C,Nome não encontrado
Proteína,g,"0,45","1,08","0,75",BRC0147C,Nome não encontrado
Lipídios,g,"0,22","0,52","0,36",BRC0147C,Nome não encontrado
Fibra alimentar,g,"0,91","2,19","1,50",BRC0147C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0147C,Nome não encontrado
Cinzas,g,"0,25","0,60","0,41",BRC0147C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0147C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0147C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,07","0,05",BRC0147C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,16","0,39","0,27",BRC0147C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0147C,Nome não encontrado
Cálcio,mg,"8,40","20,2","13,9",BRC0147C,Nome não encontrado
Ferro,mg,"0,15","0,36","0,25",BRC0147C,Nome não encontrado
Sódio,mg,"6,01","14,4","9,91",BRC0147C,Nome não encontrado
Magnésio,mg,"6,01","14,4","9,91",BRC0147C,Nome não encontrado
Fósforo,mg,"15,8","37,8","26,0",BRC0147C,Nome não encontrado
Potássio,mg,"55,6",133,"91,7",BRC0147C,Nome não encontrado
Manganês,mg,"0,11","0,25","0,17",BRC0147C,Nome não encontrado
Zinco,mg,"0,05","0,12","0,08",BRC0147C,Nome não encontrado
Cobre,mg,"0,03","0,06","0,04",BRC0147C,Nome não encontrado
Selênio,mcg,"0,20","0,48","0,33",BRC0147C,Nome não encontrado
Vitamina A (RE),mcg,"4,89","11,7","8,06",BRC0147C,Nome não encontrado
Vitamina A (RAE),mcg,"2,44","5,86","4,03",BRC0147C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0147C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,51","0,35",BRC0147C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0147C,Nome não encontrado
Riboflavina,mg,"0,02","0,04","0,03",BRC0147C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0147C,Nome não encontrado
Vitamina B6,mg,"0,02","0,04","0,03",BRC0147C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0147C,Nome não encontrado
Vitamina C,mg,"38,2","91,7","63,0",BRC0147C,Nome não encontrado
Equivalente de folato,mcg,"11,9","28,6","19,7",BRC0147C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0147C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0147C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0147C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0147C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0147C,Nome não encontrado
