componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,285,313,BRC0012C,Nome não encontrado
Energia,kcal,68,74,BRC0012C,Nome não encontrado
Umidade,g,"80,6","88,7",BRC0012C,Nome não encontrado
Carboidrato total,g,"18,3","20,1",BRC0012C,Nome não encontrado
Carboidrato disponível,g,"13,7","15,1",BRC0012C,Nome não encontrado
Proteína,g,"0,48","0,53",BRC0012C,Nome não encontrado
Lipídios,g,"0,20","0,22",BRC0012C,Nome não encontrado
Fibra alimentar,g,"4,56","5,01",BRC0012C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0012C,Nome não encontrado
Cinzas,g,"0,45","0,49",BRC0012C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0012C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,02",BRC0012C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,04",BRC0012C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,05",BRC0012C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0012C,Nome não encontrado
Cálcio,mg,"12,7","14,0",BRC0012C,Nome não encontrado
Ferro,mg,"0,10","0,10",BRC0012C,Nome não encontrado
Sódio,mg,"2,09","2,30",BRC0012C,Nome não encontrado
Magnésio,mg,"7,07","7,78",BRC0012C,Nome não encontrado
Fósforo,mg,"17,6","19,4",BRC0012C,Nome não encontrado
Potássio,mg,156,172,BRC0012C,Nome não encontrado
Manganês,mg,"3,73","4,11",BRC0012C,Nome não encontrado
Zinco,mg,"0,11","0,12",BRC0012C,Nome não encontrado
Cobre,mg,traços,traços,BRC0012C,Nome não encontrado
Selênio,mcg,"0,20","0,22",BRC0012C,Nome não encontrado
Vitamina A (RE),mcg,239,263,BRC0012C,Nome não encontrado
Vitamina A (RAE),mcg,119,131,BRC0012C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0012C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,77","0,84",BRC0012C,Nome não encontrado
Tiamina,mg,traços,traços,BRC0012C,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0012C,Nome não encontrado
Niacina,mg,traços,traços,BRC0012C,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0012C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0012C,Nome não encontrado
Vitamina C,mg,"20,6","22,7",BRC0012C,Nome não encontrado
Equivalente de folato,mcg,"7,89","8,68",BRC0012C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0012C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0012C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0012C,Nome não encontrado
Proteína vegetal,g,"0,48","0,53",BRC0012C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0012C,Nome não encontrado
