componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,1834,1833,BRC0096B,Nome não encontrado
Energia,kcal,435,435,BRC0096B,Nome não encontrado
Umidade,g,"5,44","5,44",BRC0096B,Nome não encontrado
Carboidrato total,g,"80,5","80,5",BRC0096B,Nome não encontrado
Carboidrato disponível,g,"79,4","79,4",BRC0096B,Nome não encontrado
Proteína,g,"1,29","1,29",BRC0096B,Nome não encontrado
Lipídios,g,"12,2","12,2",BRC0096B,Nome não encontrado
Fibra alimentar,g,"1,16","1,16",BRC0096B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0096B,Nome não encontrado
Cinzas,g,"0,49","0,49",BRC0096B,Nome não encontrado
Colesterol,mg,"9,39","9,39",BRC0096B,Nome não encontrado
Ácidos graxos saturados,g,"2,40","2,40",BRC0096B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,30","4,30",BRC0096B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,60","0,60",BRC0096B,Nome não encontrado
Ácidos graxos trans,g,"4,45","4,45",BRC0096B,Nome não encontrado
Cálcio,mg,"30,5","30,5",BRC0096B,Nome não encontrado
Ferro,mg,"1,77","1,77",BRC0096B,Nome não encontrado
Sódio,mg,"97,8","97,8",BRC0096B,Nome não encontrado
Magnésio,mg,"5,85","5,85",BRC0096B,Nome não encontrado
Fósforo,mg,"23,3","23,3",BRC0096B,Nome não encontrado
Potássio,mg,"53,6","53,6",BRC0096B,Nome não encontrado
Manganês,mg,"0,08","0,08",BRC0096B,Nome não encontrado
Zinco,mg,"0,15","0,15",BRC0096B,Nome não encontrado
Cobre,mg,"0,04","0,04",BRC0096B,Nome não encontrado
Selênio,mcg,,,BRC0096B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0096B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0096B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0096B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0096B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0096B,Nome não encontrado
Riboflavina,mg,"0,03","0,03",BRC0096B,Nome não encontrado
Niacina,mg,traços,traços,BRC0096B,Nome não encontrado
Vitamina B6,mg,"0,07","0,07",BRC0096B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0096B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0096B,Nome não encontrado
Equivalente de folato,mcg,,,BRC0096B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0096B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0096B,Nome não encontrado
Gordura de adição,g,,,BRC0096B,Nome não encontrado
Proteína vegetal,g,,,BRC0096B,Nome não encontrado
Proteína animal,g,,,BRC0096B,Nome não encontrado
