componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,107,26,19,BRC0474B,Nome não encontrado
Energia,kcal,25,6,4,BRC0474B,Nome não encontrado
Umidade,g,"92,4","23,1","16,6",BRC0474B,Nome não encontrado
Carboidrato total,g,"5,44","1,36","0,98",BRC0474B,Nome não encontrado
Carboidrato disponível,g,"3,70","0,93","0,67",BRC0474B,Nome não encontrado
Proteína,g,"1,14","0,28","0,20",BRC0474B,Nome não encontrado
Lipídios,g,"0,28","0,07","0,05",BRC0474B,Nome não encontrado
Fibra alimentar,g,"1,74","0,43","0,31",BRC0474B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0474B,Nome não encontrado
Cinzas,g,"0,79","0,20","0,14",BRC0474B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0474B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,01","0,01",BRC0474B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00","0,00",BRC0474B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,02","0,01",BRC0474B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0474B,Nome não encontrado
Cálcio,mg,"8,36","2,09","1,50",BRC0474B,Nome não encontrado
Ferro,mg,"0,40","0,10","0,07",BRC0474B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0474B,Nome não encontrado
Magnésio,mg,"10,9","2,72","1,96",BRC0474B,Nome não encontrado
Fósforo,mg,"20,3","5,08","3,66",BRC0474B,Nome não encontrado
Potássio,mg,209,"52,4","37,7",BRC0474B,Nome não encontrado
Manganês,mg,"0,10","0,03","0,02",BRC0474B,Nome não encontrado
Zinco,mg,"0,17","0,04","0,03",BRC0474B,Nome não encontrado
Cobre,mg,"0,06","0,01","0,01",BRC0474B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0474B,Nome não encontrado
Vitamina A (RE),mcg,"42,0","10,5","7,55",BRC0474B,Nome não encontrado
Vitamina A (RAE),mcg,"21,0","5,24","3,78",BRC0474B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0474B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,17","0,29","0,21",BRC0474B,Nome não encontrado
Tiamina,mg,"0,03","0,01","0,00",BRC0474B,Nome não encontrado
Riboflavina,mg,"0,03","0,01","0,01",BRC0474B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0474B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,00",BRC0474B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0474B,Nome não encontrado
Vitamina C,mg,127,"31,8","22,9",BRC0474B,Nome não encontrado
Equivalente de folato,mcg,"19,2","4,81","3,46",BRC0474B,Nome não encontrado
Sal de adição,g,"0,32","0,08","0,06",BRC0474B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0474B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0474B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0474B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0474B,Nome não encontrado
