componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1592,222,BRC0032R,Nome não encontrado
Energia,kcal,375,52,BRC0032R,Nome não encontrado
Umidade,g,"4,30","0,60",BRC0032R,Nome não encontrado
Carboidrato total,g,"61,4","8,59",BRC0032R,Nome não encontrado
Carboidrato disponível,g,"58,2","8,15",BRC0032R,Nome não encontrado
Proteína,g,"31,7","4,44",BRC0032R,Nome não encontrado
Lipídios,g,"1,05","0,15",BRC0032R,Nome não encontrado
Fibra alimentar,g,"3,14","0,44",BRC0032R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0032R,Nome não encontrado
Cinzas,g,"1,58","0,22",BRC0032R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0032R,Nome não encontrado
Ácidos graxos saturados,g,"1,05","0,15",BRC0032R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0032R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0032R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0032R,Nome não encontrado
Cálcio,mg,"16,3","2,28",BRC0032R,Nome não encontrado
Ferro,mg,"0,48","0,07",BRC0032R,Nome não encontrado
Sódio,mg,"18,7","2,62",BRC0032R,Nome não encontrado
Magnésio,mg,"8,40","1,18",BRC0032R,Nome não encontrado
Fósforo,mg,"5,31","0,74",BRC0032R,Nome não encontrado
Potássio,mg,"28,7","4,02",BRC0032R,Nome não encontrado
Manganês,mg,"0,07","0,01",BRC0032R,Nome não encontrado
Zinco,mg,"0,10","0,01",BRC0032R,Nome não encontrado
Cobre,mg,"0,24","0,03",BRC0032R,Nome não encontrado
Selênio,mcg,,,BRC0032R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0032R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0032R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0032R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0032R,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0032R,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0032R,Nome não encontrado
Niacina,mg,traços,traços,BRC0032R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0032R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0032R,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0032R,Nome não encontrado
Equivalente de folato,mcg,"1,99","0,28",BRC0032R,Nome não encontrado
Sal de adição,g,,,BRC0032R,Nome não encontrado
Açúcar de adição,g,,,BRC0032R,Nome não encontrado
Gordura de adição,g,,,BRC0032R,Nome não encontrado
Proteína vegetal,g,,,BRC0032R,Nome não encontrado
Proteína animal,g,,,BRC0032R,Nome não encontrado
