componente,unidade,Valor por 100g,Colher sopa cheia (7 g),codigo_alimento,nome_alimento
Energia,kJ,71,4,BRC0081B,Nome não encontrado
Energia,kcal,17,1,BRC0081B,Nome não encontrado
Umidade,g,"93,5","6,55",BRC0081B,Nome não encontrado
Carboidrato total,g,"2,73","0,19",BRC0081B,Nome não encontrado
Carboidrato disponível,g,"0,29","0,02",BRC0081B,Nome não encontrado
Proteína,g,"2,48","0,17",BRC0081B,Nome não encontrado
Lipídios,g,"0,12","0,01",BRC0081B,Nome não encontrado
Fibra alimentar,g,"2,44","0,17",BRC0081B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0081B,Nome não encontrado
Cinzas,g,"1,15","0,08",BRC0081B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0081B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00",BRC0081B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0081B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,00",BRC0081B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0081B,Nome não encontrado
Cálcio,mg,107,"7,51",BRC0081B,Nome não encontrado
Ferro,mg,"1,02","0,07",BRC0081B,Nome não encontrado
Sódio,mg,"6,71","0,47",BRC0081B,Nome não encontrado
Magnésio,mg,"23,9","1,67",BRC0081B,Nome não encontrado
Fósforo,mg,"31,4","2,20",BRC0081B,Nome não encontrado
Potássio,mg,298,"20,9",BRC0081B,Nome não encontrado
Manganês,mg,"0,27","0,02",BRC0081B,Nome não encontrado
Zinco,mg,"0,31","0,02",BRC0081B,Nome não encontrado
Cobre,mg,"0,07","0,00",BRC0081B,Nome não encontrado
Selênio,mcg,"0,23","0,02",BRC0081B,Nome não encontrado
Vitamina A (RE),mcg,564,"39,5",BRC0081B,Nome não encontrado
Vitamina A (RAE),mcg,282,"19,8",BRC0081B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0081B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08","0,01",BRC0081B,Nome não encontrado
Tiamina,mg,"0,05","0,00",BRC0081B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0081B,Nome não encontrado
Niacina,mg,"0,44","0,03",BRC0081B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0081B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0081B,Nome não encontrado
Vitamina C,mg,"57,8","4,05",BRC0081B,Nome não encontrado
Equivalente de folato,mcg,"75,8","5,31",BRC0081B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0081B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0081B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0081B,Nome não encontrado
Proteína vegetal,g,"2,48","0,17",BRC0081B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0081B,Nome não encontrado
