componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,296,711,489,BRC0124C,Nome não encontrado
Energia,kcal,70,167,115,BRC0124C,Nome não encontrado
Umidade,g,"81,6",195,134,BRC0124C,Nome não encontrado
Carboidrato total,g,"16,7","40,1","27,6",BRC0124C,Nome não encontrado
Carboidrato disponível,g,"15,8","37,8","26,0",BRC0124C,Nome não encontrado
Proteína,g,"0,88","2,11","1,45",BRC0124C,Nome não encontrado
Lipídios,g,"0,16","0,38","0,26",BRC0124C,Nome não encontrado
Fibra alimentar,g,"0,96","2,31","1,59",BRC0124C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0124C,Nome não encontrado
Cinzas,g,"0,46","1,09","0,75",BRC0124C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0124C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0124C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,03",BRC0124C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,11","0,08",BRC0124C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0124C,Nome não encontrado
Cálcio,mg,"12,0","28,8","19,8",BRC0124C,Nome não encontrado
Ferro,mg,"0,22","0,54","0,37",BRC0124C,Nome não encontrado
Sódio,mg,"3,60","8,63","5,94",BRC0124C,Nome não encontrado
Magnésio,mg,"12,5","30,1","20,7",BRC0124C,Nome não encontrado
Fósforo,mg,"12,6","30,3","20,8",BRC0124C,Nome não encontrado
Potássio,mg,172,414,284,BRC0124C,Nome não encontrado
Manganês,mg,"0,73","1,75","1,20",BRC0124C,Nome não encontrado
Zinco,mg,"0,14","0,34","0,23",BRC0124C,Nome não encontrado
Cobre,mg,"0,06","0,14","0,10",BRC0124C,Nome não encontrado
Selênio,mcg,"0,34","0,82","0,56",BRC0124C,Nome não encontrado
Vitamina A (RE),mcg,"1,92","4,62","3,17",BRC0124C,Nome não encontrado
Vitamina A (RAE),mcg,"0,96","2,31","1,59",BRC0124C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0124C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,06","0,04",BRC0124C,Nome não encontrado
Tiamina,mg,"0,06","0,15","0,10",BRC0124C,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,01",BRC0124C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0124C,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0124C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0124C,Nome não encontrado
Vitamina C,mg,"41,7",100,"68,8",BRC0124C,Nome não encontrado
Equivalente de folato,mcg,"34,2","82,1","56,4",BRC0124C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0124C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0124C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0124C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0124C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0124C,Nome não encontrado
