componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,154,21,BRC0009L,Nome não encontrado
Energia,kcal,37,5,BRC0009L,Nome não encontrado
Umidade,g,"82,5","11,6",BRC0009L,Nome não encontrado
Carboidrato total,g,"7,97","1,12",BRC0009L,Nome não encontrado
Carboidrato disponível,g,"6,57","0,92",BRC0009L,Nome não encontrado
Proteína,g,"1,30","0,18",BRC0009L,Nome não encontrado
Lipídios,g,"0,25","0,04",BRC0009L,Nome não encontrado
Fibra alimentar,g,"1,40","0,20",BRC0009L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0009L,Nome não encontrado
Cinzas,g,"7,96","1,11",BRC0009L,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0009L,Nome não encontrado
Ácidos graxos saturados,g,"0,09","0,01",BRC0009L,Nome não encontrado
Ácidos graxos monoinsaturados,g,-,-,BRC0009L,Nome não encontrado
Ácidos graxos poliinsaturados,g,-,-,BRC0009L,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0009L,Nome não encontrado
Cálcio,mg,"27,9","3,91",BRC0009L,Nome não encontrado
Ferro,mg,"0,75","0,10",BRC0009L,Nome não encontrado
Sódio,mg,367,"51,5",BRC0009L,Nome não encontrado
Magnésio,mg,,,BRC0009L,Nome não encontrado
Fósforo,mg,,,BRC0009L,Nome não encontrado
Potássio,mg,283,"39,7",BRC0009L,Nome não encontrado
Manganês,mg,,,BRC0009L,Nome não encontrado
Zinco,mg,,,BRC0009L,Nome não encontrado
Cobre,mg,,,BRC0009L,Nome não encontrado
Selênio,mcg,,,BRC0009L,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0009L,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0009L,Nome não encontrado
Vitamina D,mcg,,,BRC0009L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0009L,Nome não encontrado
Tiamina,mg,,,BRC0009L,Nome não encontrado
Riboflavina,mg,,,BRC0009L,Nome não encontrado
Niacina,mg,,,BRC0009L,Nome não encontrado
Vitamina B6,mg,,,BRC0009L,Nome não encontrado
Vitamina B12,mcg,,,BRC0009L,Nome não encontrado
Vitamina C,mg,"0,81","0,11",BRC0009L,Nome não encontrado
Equivalente de folato,mcg,,,BRC0009L,Nome não encontrado
Sal de adição,g,,,BRC0009L,Nome não encontrado
Açúcar de adição,g,,,BRC0009L,Nome não encontrado
Gordura de adição,g,,,BRC0009L,Nome não encontrado
Proteína vegetal,g,,,BRC0009L,Nome não encontrado
Proteína animal,g,,,BRC0009L,Nome não encontrado
