componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,2189,BRC0291T,Nome não encontrado
Energia,kcal,526,BRC0291T,Nome não encontrado
Umidade,g,"11,0",BRC0291T,Nome não encontrado
Carboidrato total,g,"45,1",BRC0291T,Nome não encontrado
Carboidrato disponível,g,"42,9",BRC0291T,Nome não encontrado
Proteína,g,"6,71",BRC0291T,Nome não encontrado
Lipídios,g,"35,9",BRC0291T,Nome não encontrado
Fibra alimentar,g,"2,24",BRC0291T,Nome não encontrado
Álcool,g,"0,00",BRC0291T,Nome não encontrado
Cinzas,g,"1,26",BRC0291T,Nome não encontrado
Colesterol,mg,"11,2",BRC0291T,Nome não encontrado
Ácidos graxos saturados,g,"8,80",BRC0291T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"15,0",BRC0291T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"11,7",BRC0291T,Nome não encontrado
Ácidos graxos trans,g,"0,06",BRC0291T,Nome não encontrado
Cálcio,mg,"32,5",BRC0291T,Nome não encontrado
Ferro,mg,"0,58",BRC0291T,Nome não encontrado
Sódio,mg,302,BRC0291T,Nome não encontrado
Magnésio,mg,"39,7",BRC0291T,Nome não encontrado
Fósforo,mg,"81,7",BRC0291T,Nome não encontrado
Potássio,mg,158,BRC0291T,Nome não encontrado
Manganês,mg,"0,44",BRC0291T,Nome não encontrado
Zinco,mg,"0,52",BRC0291T,Nome não encontrado
Cobre,mg,"0,20",BRC0291T,Nome não encontrado
Selênio,mcg,"0,02",BRC0291T,Nome não encontrado
Vitamina A (RE),mcg,,BRC0291T,Nome não encontrado
Vitamina A (RAE),mcg,,BRC0291T,Nome não encontrado
Vitamina D,mcg,"0,30",BRC0291T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,42",BRC0291T,Nome não encontrado
Tiamina,mg,"0,02",BRC0291T,Nome não encontrado
Riboflavina,mg,traços,BRC0291T,Nome não encontrado
Niacina,mg,"1,77",BRC0291T,Nome não encontrado
Vitamina B6,mg,"0,05",BRC0291T,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0291T,Nome não encontrado
Vitamina C,mg,traços,BRC0291T,Nome não encontrado
Equivalente de folato,mcg,"23,0",BRC0291T,Nome não encontrado
Sal de adição,g,"0,00",BRC0291T,Nome não encontrado
Açúcar de adição,g,"0,47",BRC0291T,Nome não encontrado
Gordura de adição,g,-,BRC0291T,Nome não encontrado
Proteína vegetal,g,-,BRC0291T,Nome não encontrado
Proteína animal,g,-,BRC0291T,Nome não encontrado
