componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,752,BRC1097B,Nome não encontrado
Energia,kcal,179,BRC1097B,Nome não encontrado
Umidade,g,"60,3",BRC1097B,Nome não encontrado
Carboidrato total,g,"30,6",BRC1097B,Nome não encontrado
Carboidrato disponível,g,"27,4",BRC1097B,Nome não encontrado
Proteína,g,"2,10",BRC1097B,Nome não encontrado
Lipídios,g,"6,07",BRC1097B,Nome não encontrado
Fibra alimentar,g,"3,47",BRC1097B,Nome não encontrado
Álcool,g,"0,00",BRC1097B,Nome não encontrado
Cinzas,g,"0,95",BRC1097B,Nome não encontrado
Colesterol,mg,"0,00",BRC1097B,Nome não encontrado
Ácidos graxos saturados,g,"0,97",BRC1097B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,65",BRC1097B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,99",BRC1097B,Nome não encontrado
Ácidos graxos trans,g,"0,02",BRC1097B,Nome não encontrado
Cálcio,mg,"51,1",BRC1097B,Nome não encontrado
Ferro,mg,"1,24",BRC1097B,Nome não encontrado
Sódio,mg,102,BRC1097B,Nome não encontrado
Magnésio,mg,"25,4",BRC1097B,Nome não encontrado
Fósforo,mg,"47,1",BRC1097B,Nome não encontrado
Potássio,mg,268,BRC1097B,Nome não encontrado
Manganês,mg,"0,28",BRC1097B,Nome não encontrado
Zinco,mg,"0,41",BRC1097B,Nome não encontrado
Cobre,mg,"0,09",BRC1097B,Nome não encontrado
Selênio,mcg,"0,64",BRC1097B,Nome não encontrado
Vitamina A (RE),mcg,111,BRC1097B,Nome não encontrado
Vitamina A (RAE),mcg,"70,1",BRC1097B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1097B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,83",BRC1097B,Nome não encontrado
Tiamina,mg,"0,02",BRC1097B,Nome não encontrado
Riboflavina,mg,"0,01",BRC1097B,Nome não encontrado
Niacina,mg,"0,34",BRC1097B,Nome não encontrado
Vitamina B6,mg,"0,29",BRC1097B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1097B,Nome não encontrado
Vitamina C,mg,"13,4",BRC1097B,Nome não encontrado
Equivalente de folato,mcg,"21,6",BRC1097B,Nome não encontrado
Sal de adição,g,"0,00",BRC1097B,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1097B,Nome não encontrado
Gordura de adição,g,-,BRC1097B,Nome não encontrado
Proteína vegetal,g,-,BRC1097B,Nome não encontrado
Proteína animal,g,-,BRC1097B,Nome não encontrado
