componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (45 g),codigo_alimento,nome_alimento
Energia,kJ,1337,601,BRC0091N,Nome não encontrado
Energia,kcal,319,143,BRC0091N,Nome não encontrado
Umidade,g,"35,2","15,8",BRC0091N,Nome não encontrado
Carboidrato total,g,"42,3","19,0",BRC0091N,Nome não encontrado
Carboidrato disponível,g,"40,9","18,4",BRC0091N,Nome não encontrado
Proteína,g,"6,60","2,97",BRC0091N,Nome não encontrado
Lipídios,g,"14,0","6,30",BRC0091N,Nome não encontrado
Fibra alimentar,g,"1,37","0,62",BRC0091N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0091N,Nome não encontrado
Cinzas,g,"1,91","0,86",BRC0091N,Nome não encontrado
Colesterol,mg,"64,5","29,0",BRC0091N,Nome não encontrado
Ácidos graxos saturados,g,"7,82","3,52",BRC0091N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,47","1,56",BRC0091N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,52","0,23",BRC0091N,Nome não encontrado
Ácidos graxos trans,g,"0,55","0,25",BRC0091N,Nome não encontrado
Cálcio,mg,"34,3","15,4",BRC0091N,Nome não encontrado
Ferro,mg,"2,37","1,06",BRC0091N,Nome não encontrado
Sódio,mg,535,240,BRC0091N,Nome não encontrado
Magnésio,mg,"16,2","7,31",BRC0091N,Nome não encontrado
Fósforo,mg,"86,8","39,0",BRC0091N,Nome não encontrado
Potássio,mg,"81,7","36,8",BRC0091N,Nome não encontrado
Manganês,mg,"0,27","0,12",BRC0091N,Nome não encontrado
Zinco,mg,"0,60","0,27",BRC0091N,Nome não encontrado
Cobre,mg,"0,08","0,03",BRC0091N,Nome não encontrado
Selênio,mcg,"4,08","1,83",BRC0091N,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0091N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0091N,Nome não encontrado
Vitamina D,mcg,"0,17","0,07",BRC0091N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,49","0,22",BRC0091N,Nome não encontrado
Tiamina,mg,"0,18","0,08",BRC0091N,Nome não encontrado
Riboflavina,mg,"0,05","0,02",BRC0091N,Nome não encontrado
Niacina,mg,"0,70","0,32",BRC0091N,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0091N,Nome não encontrado
Vitamina B12,mcg,"0,16","0,07",BRC0091N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0091N,Nome não encontrado
Equivalente de folato,mcg,153,"69,3",BRC0091N,Nome não encontrado
Sal de adição,g,"1,06","0,48",BRC0091N,Nome não encontrado
Açúcar de adição,g,"1,06","0,48",BRC0091N,Nome não encontrado
Gordura de adição,g,-,-,BRC0091N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0091N,Nome não encontrado
Proteína animal,g,-,-,BRC0091N,Nome não encontrado
