componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,264,66,47,BRC0483B,Nome não encontrado
Energia,kcal,63,15,11,BRC0483B,Nome não encontrado
Umidade,g,"83,7","20,9","15,1",BRC0483B,Nome não encontrado
Carboidrato total,g,"11,2","2,79","2,01",BRC0483B,Nome não encontrado
Carboidrato disponível,g,"7,68","1,92","1,38",BRC0483B,Nome não encontrado
Proteína,g,"2,38","0,60","0,43",BRC0483B,Nome não encontrado
Lipídios,g,"1,77","0,44","0,32",BRC0483B,Nome não encontrado
Fibra alimentar,g,"3,47","0,87","0,62",BRC0483B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0483B,Nome não encontrado
Cinzas,g,"0,96","0,24","0,17",BRC0483B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0483B,Nome não encontrado
Ácidos graxos saturados,g,"0,24","0,06","0,04",BRC0483B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,07","0,05",BRC0483B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,85","0,21","0,15",BRC0483B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0483B,Nome não encontrado
Cálcio,mg,"17,5","4,38","3,16",BRC0483B,Nome não encontrado
Ferro,mg,"0,74","0,18","0,13",BRC0483B,Nome não encontrado
Sódio,mg,"0,10","0,02","0,02",BRC0483B,Nome não encontrado
Magnésio,mg,"19,8","4,94","3,56",BRC0483B,Nome não encontrado
Fósforo,mg,"42,6","10,6","7,67",BRC0483B,Nome não encontrado
Potássio,mg,399,"100,0","72,0",BRC0483B,Nome não encontrado
Manganês,mg,"0,15","0,04","0,03",BRC0483B,Nome não encontrado
Zinco,mg,"0,28","0,07","0,05",BRC0483B,Nome não encontrado
Cobre,mg,"0,08","0,02","0,01",BRC0483B,Nome não encontrado
Selênio,mcg,"0,40","0,10","0,07",BRC0483B,Nome não encontrado
Vitamina A (RE),mcg,"55,7","13,9","10,0",BRC0483B,Nome não encontrado
Vitamina A (RAE),mcg,"27,9","6,97","5,02",BRC0483B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0483B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,12","0,78","0,56",BRC0483B,Nome não encontrado
Tiamina,mg,"0,07","0,02","0,01",BRC0483B,Nome não encontrado
Riboflavina,mg,"0,05","0,01","0,01",BRC0483B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0483B,Nome não encontrado
Vitamina B6,mg,"0,11","0,03","0,02",BRC0483B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0483B,Nome não encontrado
Vitamina C,mg,280,"70,1","50,5",BRC0483B,Nome não encontrado
Equivalente de folato,mcg,"32,9","8,22","5,92",BRC0483B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0483B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0483B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0483B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0483B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0483B,Nome não encontrado
