componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,153,367,252,BRC0121C,Nome não encontrado
Energia,kcal,37,87,60,BRC0121C,Nome não encontrado
Umidade,g,"87,9",211,145,BRC0121C,Nome não encontrado
Carboidrato total,g,"9,63","23,1","15,9",BRC0121C,Nome não encontrado
Carboidrato disponível,g,"5,58","13,4","9,20",BRC0121C,Nome não encontrado
Proteína,g,"0,67","1,61","1,11",BRC0121C,Nome não encontrado
Lipídios,g,"0,39","0,94","0,65",BRC0121C,Nome não encontrado
Fibra alimentar,g,"4,05","9,72","6,69",BRC0121C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0121C,Nome não encontrado
Cinzas,g,"1,36","3,27","2,25",BRC0121C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0121C,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,12","0,08",BRC0121C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0121C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,23","0,55","0,38",BRC0121C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0121C,Nome não encontrado
Cálcio,mg,"5,20","12,5","8,59",BRC0121C,Nome não encontrado
Ferro,mg,"0,14","0,33","0,22",BRC0121C,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0121C,Nome não encontrado
Magnésio,mg,"6,96","16,7","11,5",BRC0121C,Nome não encontrado
Fósforo,mg,"12,3","29,6","20,3",BRC0121C,Nome não encontrado
Potássio,mg,158,380,261,BRC0121C,Nome não encontrado
Manganês,mg,"0,07","0,17","0,12",BRC0121C,Nome não encontrado
Zinco,mg,"0,13","0,30","0,21",BRC0121C,Nome não encontrado
Cobre,mg,"0,03","0,08","0,05",BRC0121C,Nome não encontrado
Selênio,mcg,"0,29","0,70","0,48",BRC0121C,Nome não encontrado
Vitamina A (RE),mcg,"83,7",200,138,BRC0121C,Nome não encontrado
Vitamina A (RAE),mcg,"41,9",100,"69,1",BRC0121C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0121C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0121C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0121C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0121C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0121C,Nome não encontrado
Vitamina B6,mg,"0,02","0,06","0,04",BRC0121C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0121C,Nome não encontrado
Vitamina C,mg,"64,6",155,106,BRC0121C,Nome não encontrado
Equivalente de folato,mcg,"31,5","75,5","51,9",BRC0121C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0121C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0121C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0121C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0121C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0121C,Nome não encontrado
