componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (40 g),codigo_alimento,nome_alimento
Energia,kJ,783,313,BRC0038T,Nome não encontrado
Energia,kcal,186,74,BRC0038T,Nome não encontrado
Umidade,g,"59,0","23,6",BRC0038T,Nome não encontrado
Carboidrato total,g,"14,4","5,76",BRC0038T,Nome não encontrado
Carboidrato disponível,g,"13,8","5,52",BRC0038T,Nome não encontrado
Proteína,g,"16,9","6,77",BRC0038T,Nome não encontrado
Lipídios,g,"6,90","2,76",BRC0038T,Nome não encontrado
Fibra alimentar,g,"0,64","0,26",BRC0038T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0038T,Nome não encontrado
Cinzas,g,"2,74","1,10",BRC0038T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0038T,Nome não encontrado
Ácidos graxos saturados,g,"1,00","0,40",BRC0038T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,52","0,61",BRC0038T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,89","1,56",BRC0038T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0038T,Nome não encontrado
Cálcio,mg,"76,8","30,7",BRC0038T,Nome não encontrado
Ferro,mg,"6,26","2,50",BRC0038T,Nome não encontrado
Sódio,mg,"21,6","8,63",BRC0038T,Nome não encontrado
Magnésio,mg,"16,8","6,73",BRC0038T,Nome não encontrado
Fósforo,mg,334,133,BRC0038T,Nome não encontrado
Potássio,mg,686,274,BRC0038T,Nome não encontrado
Manganês,mg,,,BRC0038T,Nome não encontrado
Zinco,mg,"1,74","0,70",BRC0038T,Nome não encontrado
Cobre,mg,,,BRC0038T,Nome não encontrado
Selênio,mcg,,,BRC0038T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0038T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0038T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0038T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0038T,Nome não encontrado
Tiamina,mg,"0,08","0,03",BRC0038T,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0038T,Nome não encontrado
Niacina,mg,"0,62","0,25",BRC0038T,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0038T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0038T,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0038T,Nome não encontrado
Equivalente de folato,mcg,"75,9","30,4",BRC0038T,Nome não encontrado
Sal de adição,g,,,BRC0038T,Nome não encontrado
Açúcar de adição,g,,,BRC0038T,Nome não encontrado
Gordura de adição,g,,,BRC0038T,Nome não encontrado
Proteína vegetal,g,"16,9","6,77",BRC0038T,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0038T,Nome não encontrado
