componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1604,256,BRC0052R,Nome não encontrado
Energia,kcal,378,60,BRC0052R,Nome não encontrado
Umidade,g,"4,30","0,69",BRC0052R,Nome não encontrado
Carboidrato total,g,"91,2","14,6",BRC0052R,Nome não encontrado
Carboidrato disponível,g,"88,9","14,2",BRC0052R,Nome não encontrado
Proteína,g,"2,40","0,38",BRC0052R,Nome não encontrado
Lipídios,g,"0,90","0,14",BRC0052R,Nome não encontrado
Fibra alimentar,g,"2,30","0,37",BRC0052R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0052R,Nome não encontrado
Cinzas,g,"1,20","0,19",BRC0052R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0052R,Nome não encontrado
Ácidos graxos saturados,g,"0,53","0,08",BRC0052R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,30","0,05",BRC0052R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01",BRC0052R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0052R,Nome não encontrado
Cálcio,mg,"52,8","8,45",BRC0052R,Nome não encontrado
Ferro,mg,"1,81","0,29",BRC0052R,Nome não encontrado
Sódio,mg,477,"76,4",BRC0052R,Nome não encontrado
Magnésio,mg,"66,8","10,7",BRC0052R,Nome não encontrado
Fósforo,mg,"87,7","14,0",BRC0052R,Nome não encontrado
Potássio,mg,208,"33,3",BRC0052R,Nome não encontrado
Manganês,mg,,,BRC0052R,Nome não encontrado
Zinco,mg,"0,90","0,14",BRC0052R,Nome não encontrado
Cobre,mg,,,BRC0052R,Nome não encontrado
Selênio,mcg,,,BRC0052R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0052R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0052R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0052R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0052R,Nome não encontrado
Tiamina,mg,"0,02","0,00",BRC0052R,Nome não encontrado
Riboflavina,mg,"0,07","0,01",BRC0052R,Nome não encontrado
Niacina,mg,"0,33","0,05",BRC0052R,Nome não encontrado
Vitamina B6,mg,"0,02","0,00",BRC0052R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0052R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0052R,Nome não encontrado
Equivalente de folato,mcg,"3,99","0,64",BRC0052R,Nome não encontrado
Sal de adição,g,,,BRC0052R,Nome não encontrado
Açúcar de adição,g,,,BRC0052R,Nome não encontrado
Gordura de adição,g,,,BRC0052R,Nome não encontrado
Proteína vegetal,g,,,BRC0052R,Nome não encontrado
Proteína animal,g,,,BRC0052R,Nome não encontrado
