componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,2382,595,BRC0039L,Nome não encontrado
Energia,kcal,580,144,BRC0039L,Nome não encontrado
Umidade,g,"30,8","7,69",BRC0039L,Nome não encontrado
Carboidrato total,g,"1,50","0,38",BRC0039L,Nome não encontrado
Carboidrato disponível,g,"1,36","0,34",BRC0039L,Nome não encontrado
Proteína,g,"5,32","1,33",BRC0039L,Nome não encontrado
Lipídios,g,"61,4","15,3",BRC0039L,Nome não encontrado
Fibra alimentar,g,"0,15","0,04",BRC0039L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0039L,Nome não encontrado
Cinzas,g,"1,09","0,27",BRC0039L,Nome não encontrado
Colesterol,mg,527,131,BRC0039L,Nome não encontrado
Ácidos graxos saturados,g,"33,8","8,46",BRC0039L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"17,0","4,24",BRC0039L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,16","0,54",BRC0039L,Nome não encontrado
Ácidos graxos trans,g,"1,72","0,43",BRC0039L,Nome não encontrado
Cálcio,mg,"43,1","10,8",BRC0039L,Nome não encontrado
Ferro,mg,"0,95","0,24",BRC0039L,Nome não encontrado
Sódio,mg,204,"51,1",BRC0039L,Nome não encontrado
Magnésio,mg,"4,92","1,23",BRC0039L,Nome não encontrado
Fósforo,mg,127,"31,9",BRC0039L,Nome não encontrado
Potássio,mg,"40,6","10,2",BRC0039L,Nome não encontrado
Manganês,mg,"0,05","0,01",BRC0039L,Nome não encontrado
Zinco,mg,"0,92","0,23",BRC0039L,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0039L,Nome não encontrado
Selênio,mcg,"11,3","2,84",BRC0039L,Nome não encontrado
Vitamina A (RE),mcg,772,193,BRC0039L,Nome não encontrado
Vitamina A (RAE),mcg,763,190,BRC0039L,Nome não encontrado
Vitamina D,mcg,"1,96","0,49",BRC0039L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,72","1,18",BRC0039L,Nome não encontrado
Tiamina,mg,"0,08","0,02",BRC0039L,Nome não encontrado
Riboflavina,mg,"0,07","0,02",BRC0039L,Nome não encontrado
Niacina,mg,traços,traços,BRC0039L,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0039L,Nome não encontrado
Vitamina B12,mcg,"0,72","0,18",BRC0039L,Nome não encontrado
Vitamina C,mg,"2,85","0,71",BRC0039L,Nome não encontrado
Equivalente de folato,mcg,"48,4","12,1",BRC0039L,Nome não encontrado
Sal de adição,g,"0,47","0,12",BRC0039L,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0039L,Nome não encontrado
Gordura de adição,g,-,-,BRC0039L,Nome não encontrado
Proteína vegetal,g,-,-,BRC0039L,Nome não encontrado
Proteína animal,g,-,-,BRC0039L,Nome não encontrado
