componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,248,62,44,BRC0482B,Nome não encontrado
Energia,kcal,59,14,10,BRC0482B,Nome não encontrado
Umidade,g,"84,5","21,1","15,2",BRC0482B,Nome não encontrado
Carboidrato total,g,"10,4","2,60","1,88",BRC0482B,Nome não encontrado
Carboidrato disponível,g,"7,20","1,80","1,30",BRC0482B,Nome não encontrado
Proteína,g,"2,18","0,54","0,39",BRC0482B,Nome não encontrado
Lipídios,g,"1,71","0,43","0,31",BRC0482B,Nome não encontrado
Fibra alimentar,g,"3,22","0,81","0,58",BRC0482B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0482B,Nome não encontrado
Cinzas,g,"1,20","0,30","0,22",BRC0482B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0482B,Nome não encontrado
Ácidos graxos saturados,g,"0,28","0,07","0,05",BRC0482B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,29","0,07","0,05",BRC0482B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,86","0,22","0,15",BRC0482B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0482B,Nome não encontrado
Cálcio,mg,"15,6","3,91","2,81",BRC0482B,Nome não encontrado
Ferro,mg,"0,73","0,18","0,13",BRC0482B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0482B,Nome não encontrado
Magnésio,mg,"20,2","5,05","3,64",BRC0482B,Nome não encontrado
Fósforo,mg,"39,9","9,96","7,17",BRC0482B,Nome não encontrado
Potássio,mg,388,"97,0","69,9",BRC0482B,Nome não encontrado
Manganês,mg,"0,19","0,05","0,03",BRC0482B,Nome não encontrado
Zinco,mg,"0,32","0,08","0,06",BRC0482B,Nome não encontrado
Cobre,mg,"0,11","0,03","0,02",BRC0482B,Nome não encontrado
Selênio,mcg,"0,40","0,10","0,07",BRC0482B,Nome não encontrado
Vitamina A (RE),mcg,"74,6","18,7","13,4",BRC0482B,Nome não encontrado
Vitamina A (RAE),mcg,"37,3","9,33","6,72",BRC0482B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0482B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,24","0,56","0,40",BRC0482B,Nome não encontrado
Tiamina,mg,"0,05","0,01","0,01",BRC0482B,Nome não encontrado
Riboflavina,mg,"0,05","0,01","0,01",BRC0482B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0482B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,01",BRC0482B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0482B,Nome não encontrado
Vitamina C,mg,226,"56,6","40,8",BRC0482B,Nome não encontrado
Equivalente de folato,mcg,"34,9","8,73","6,28",BRC0482B,Nome não encontrado
Sal de adição,g,"0,32","0,08","0,06",BRC0482B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0482B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0482B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0482B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0482B,Nome não encontrado
