componente,unidade,Valor por 100g,Colher sopa cheia (37 g),Colher sopa rasa (22 g),codigo_alimento,nome_alimento
Energia,kJ,781,288,171,BRC0360B,Nome não encontrado
Energia,kcal,184,68,40,BRC0360B,Nome não encontrado
Umidade,g,"52,4","19,4","11,5",BRC0360B,Nome não encontrado
Carboidrato total,g,"45,6","16,9","10,0",BRC0360B,Nome não encontrado
Carboidrato disponível,g,"42,9","15,9","9,43",BRC0360B,Nome não encontrado
Proteína,g,"0,98","0,36","0,21",BRC0360B,Nome não encontrado
Lipídios,g,"0,37","0,14","0,08",BRC0360B,Nome não encontrado
Fibra alimentar,g,"2,71","1,00","0,60",BRC0360B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0360B,Nome não encontrado
Cinzas,g,"0,67","0,25","0,15",BRC0360B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0360B,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,05","0,03",BRC0360B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,12","0,05","0,03",BRC0360B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,12","0,05","0,03",BRC0360B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0360B,Nome não encontrado
Cálcio,mg,"28,3","10,5","6,23",BRC0360B,Nome não encontrado
Ferro,mg,"0,11","0,04","0,02",BRC0360B,Nome não encontrado
Sódio,mg,"1,38","0,51","0,30",BRC0360B,Nome não encontrado
Magnésio,mg,"40,8","15,1","8,97",BRC0360B,Nome não encontrado
Fósforo,mg,"34,1","12,6","7,49",BRC0360B,Nome não encontrado
Potássio,mg,152,"56,4","33,6",BRC0360B,Nome não encontrado
Manganês,mg,"0,10","0,04","0,02",BRC0360B,Nome não encontrado
Zinco,mg,"0,27","0,10","0,06",BRC0360B,Nome não encontrado
Cobre,mg,"0,02","0,01","0,00",BRC0360B,Nome não encontrado
Selênio,mcg,"0,74","0,28","0,16",BRC0360B,Nome não encontrado
Vitamina A (RE),mcg,"18,1","6,68","3,97",BRC0360B,Nome não encontrado
Vitamina A (RAE),mcg,"9,03","3,34","1,99",BRC0360B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0360B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,25","0,09","0,05",BRC0360B,Nome não encontrado
Tiamina,mg,"0,08","0,03","0,02",BRC0360B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0360B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0360B,Nome não encontrado
Vitamina B6,mg,"0,04","0,02","0,01",BRC0360B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0360B,Nome não encontrado
Vitamina C,mg,"14,3","5,29","3,14",BRC0360B,Nome não encontrado
Equivalente de folato,mcg,"11,2","4,13","2,45",BRC0360B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0360B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0360B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0360B,Nome não encontrado
Proteína vegetal,g,"0,98","0,36","0,21",BRC0360B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0360B,Nome não encontrado
