componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,451,90,BRC0058T,Nome não encontrado
Energia,kcal,109,21,BRC0058T,Nome não encontrado
Umidade,g,"67,7","13,5",BRC0058T,Nome não encontrado
Carboidrato total,g,"14,8","2,96",BRC0058T,Nome não encontrado
Carboidrato disponível,g,"0,38","0,08",BRC0058T,Nome não encontrado
Proteína,g,"11,1","2,22",BRC0058T,Nome não encontrado
Lipídios,g,"3,78","0,76",BRC0058T,Nome não encontrado
Fibra alimentar,g,"14,4","2,89",BRC0058T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0058T,Nome não encontrado
Cinzas,g,"2,60","0,52",BRC0058T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0058T,Nome não encontrado
Ácidos graxos saturados,g,"0,40","0,08",BRC0058T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","0,38",BRC0058T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,60","0,12",BRC0058T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0058T,Nome não encontrado
Cálcio,mg,"15,5","3,11",BRC0058T,Nome não encontrado
Ferro,mg,"0,34","0,07",BRC0058T,Nome não encontrado
Sódio,mg,1808,361,BRC0058T,Nome não encontrado
Magnésio,mg,"3,52","0,70",BRC0058T,Nome não encontrado
Fósforo,mg,"39,7","7,95",BRC0058T,Nome não encontrado
Potássio,mg,"5,21","1,04",BRC0058T,Nome não encontrado
Manganês,mg,,,BRC0058T,Nome não encontrado
Zinco,mg,"0,64","0,13",BRC0058T,Nome não encontrado
Cobre,mg,"0,27","0,05",BRC0058T,Nome não encontrado
Selênio,mcg,,,BRC0058T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0058T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0058T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0058T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0058T,Nome não encontrado
Tiamina,mg,traços,traços,BRC0058T,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0058T,Nome não encontrado
Niacina,mg,traços,traços,BRC0058T,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0058T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0058T,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0058T,Nome não encontrado
Equivalente de folato,mcg,"65,9","13,2",BRC0058T,Nome não encontrado
Sal de adição,g,,,BRC0058T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0058T,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0058T,Nome não encontrado
Proteína vegetal,g,"11,1","2,22",BRC0058T,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0058T,Nome não encontrado
