componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,184,91,BRC0202C,Nome não encontrado
Energia,kcal,44,21,BRC0202C,Nome não encontrado
Umidade,g,"87,3","43,7",BRC0202C,Nome não encontrado
Carboidrato total,g,"12,0","5,99",BRC0202C,Nome não encontrado
Carboidrato disponível,g,"8,37","4,19",BRC0202C,Nome não encontrado
Proteína,g,"0,46","0,23",BRC0202C,Nome não encontrado
Lipídios,g,"0,13","0,07",BRC0202C,Nome não encontrado
Fibra alimentar,g,"3,60","1,80",BRC0202C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0202C,Nome não encontrado
Cinzas,g,"0,12","0,06",BRC0202C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0202C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00",BRC0202C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,01",BRC0202C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,03",BRC0202C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0202C,Nome não encontrado
Cálcio,mg,"8,00","4,00",BRC0202C,Nome não encontrado
Ferro,mg,"0,23","0,12",BRC0202C,Nome não encontrado
Sódio,mg,"2,00","1,00",BRC0202C,Nome não encontrado
Magnésio,mg,"6,00","3,00",BRC0202C,Nome não encontrado
Fósforo,mg,"11,0","5,50",BRC0202C,Nome não encontrado
Potássio,mg,"80,0","40,0",BRC0202C,Nome não encontrado
Manganês,mg,"0,27","0,13",BRC0202C,Nome não encontrado
Zinco,mg,"0,09","0,05",BRC0202C,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0202C,Nome não encontrado
Selênio,mcg,"0,10","0,05",BRC0202C,Nome não encontrado
Vitamina A (RE),mcg,,traços,BRC0202C,Nome não encontrado
Vitamina A (RAE),mcg,"3,00","1,50",BRC0202C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0202C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,32","0,66",BRC0202C,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0202C,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0202C,Nome não encontrado
Niacina,mg,"0,10","0,05",BRC0202C,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0202C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0202C,Nome não encontrado
Vitamina C,mg,"14,0","7,00",BRC0202C,Nome não encontrado
Equivalente de folato,mcg,"1,00","0,50",BRC0202C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0202C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0202C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0202C,Nome não encontrado
Proteína vegetal,g,"0,46","0,23",BRC0202C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0202C,Nome não encontrado
