componente,unidade,Valor por 100g,Colher sopa cheia (21 g),Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1907,400,305,BRC0051T,Nome não encontrado
Energia,kcal,458,96,73,BRC0051T,Nome não encontrado
Umidade,g,"1,97","0,41","0,32",BRC0051T,Nome não encontrado
Carboidrato total,g,"36,4","7,64","5,82",BRC0051T,Nome não encontrado
Carboidrato disponível,g,"18,6","3,91","2,98",BRC0051T,Nome não encontrado
Proteína,g,"32,7","6,87","5,24",BRC0051T,Nome não encontrado
Lipídios,g,"24,1","5,06","3,86",BRC0051T,Nome não encontrado
Fibra alimentar,g,"17,8","3,73","2,84",BRC0051T,Nome não encontrado
Álcool,g,-,-,-,BRC0051T,Nome não encontrado
Cinzas,g,"4,81","1,01","0,77",BRC0051T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0051T,Nome não encontrado
Ácidos graxos saturados,g,"3,49","0,73","0,56",BRC0051T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,33","1,12","0,85",BRC0051T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"13,6","2,86","2,18",BRC0051T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0051T,Nome não encontrado
Cálcio,mg,296,"62,3","47,5",BRC0051T,Nome não encontrado
Ferro,mg,"5,88","1,23","0,94",BRC0051T,Nome não encontrado
Sódio,mg,"2,14","0,45","0,34",BRC0051T,Nome não encontrado
Magnésio,mg,300,"63,0","48,0",BRC0051T,Nome não encontrado
Fósforo,mg,754,158,120,BRC0051T,Nome não encontrado
Potássio,mg,1926,404,308,BRC0051T,Nome não encontrado
Manganês,mg,"2,70","0,57","0,43",BRC0051T,Nome não encontrado
Zinco,mg,"5,24","1,10","0,84",BRC0051T,Nome não encontrado
Cobre,mg,"1,78","0,37","0,28",BRC0051T,Nome não encontrado
Selênio,mcg,"19,1","4,01","3,05",BRC0051T,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0051T,Nome não encontrado
Vitamina A (RAE),mcg,"1,21","0,25","0,19",BRC0051T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0051T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,03","0,22","0,16",BRC0051T,Nome não encontrado
Tiamina,mg,"0,94","0,20","0,15",BRC0051T,Nome não encontrado
Riboflavina,mg,"0,93","0,20","0,15",BRC0051T,Nome não encontrado
Niacina,mg,"1,74","0,37","0,28",BRC0051T,Nome não encontrado
Vitamina B6,mg,"0,40","0,08","0,06",BRC0051T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0051T,Nome não encontrado
Vitamina C,mg,"6,43","1,35","1,03",BRC0051T,Nome não encontrado
Equivalente de folato,mcg,401,"84,4","64,3",BRC0051T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0051T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0051T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0051T,Nome não encontrado
Proteína vegetal,g,"32,7","6,87","5,24",BRC0051T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0051T,Nome não encontrado
