componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (200 g),codigo_alimento,nome_alimento
Energia,kJ,1081,2161,BRC0001M,Nome não encontrado
Energia,kcal,259,517,BRC0001M,Nome não encontrado
Umidade,g,"51,3",102,BRC0001M,Nome não encontrado
Carboidrato total,g,"20,1","40,1",BRC0001M,Nome não encontrado
Carboidrato disponível,g,"18,5","36,9",BRC0001M,Nome não encontrado
Proteína,g,"11,8","23,6",BRC0001M,Nome não encontrado
Lipídios,g,"15,0","29,9",BRC0001M,Nome não encontrado
Fibra alimentar,g,"1,60","3,20",BRC0001M,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0001M,Nome não encontrado
Cinzas,g,"1,87","3,74",BRC0001M,Nome não encontrado
Colesterol,mg,"70,0",140,BRC0001M,Nome não encontrado
Ácidos graxos saturados,g,"6,92","13,8",BRC0001M,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,24","12,5",BRC0001M,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,54","1,08",BRC0001M,Nome não encontrado
Ácidos graxos trans,g,,,BRC0001M,Nome não encontrado
Cálcio,mg,116,232,BRC0001M,Nome não encontrado
Ferro,mg,"2,00","4,00",BRC0001M,Nome não encontrado
Sódio,mg,460,920,BRC0001M,Nome não encontrado
Magnésio,mg,"20,0","40,0",BRC0001M,Nome não encontrado
Fósforo,mg,122,244,BRC0001M,Nome não encontrado
Potássio,mg,181,362,BRC0001M,Nome não encontrado
Manganês,mg,"0,21","0,41",BRC0001M,Nome não encontrado
Zinco,mg,"1,91","3,82",BRC0001M,Nome não encontrado
Cobre,mg,"0,10","0,20",BRC0001M,Nome não encontrado
Selênio,mcg,,,BRC0001M,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0001M,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0001M,Nome não encontrado
Vitamina D,mcg,,,BRC0001M,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0001M,Nome não encontrado
Tiamina,mg,"0,18","0,35",BRC0001M,Nome não encontrado
Riboflavina,mg,"0,21","0,42",BRC0001M,Nome não encontrado
Niacina,mg,"3,38","6,77",BRC0001M,Nome não encontrado
Vitamina B6,mg,,,BRC0001M,Nome não encontrado
Vitamina B12,mcg,,,BRC0001M,Nome não encontrado
Vitamina C,mg,"0,40","0,80",BRC0001M,Nome não encontrado
Equivalente de folato,mcg,,,BRC0001M,Nome não encontrado
Sal de adição,g,,,BRC0001M,Nome não encontrado
Açúcar de adição,g,,,BRC0001M,Nome não encontrado
Gordura de adição,g,,,BRC0001M,Nome não encontrado
Proteína vegetal,g,,,BRC0001M,Nome não encontrado
Proteína animal,g,,,BRC0001M,Nome não encontrado
