componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,521,BRC0536E,Nome não encontrado
Energia,kcal,123,BRC0536E,Nome não encontrado
Umidade,g,"70,5",BRC0536E,Nome não encontrado
Carboidrato total,g,"0,74",BRC0536E,Nome não encontrado
Carboidrato disponível,g,"0,74",BRC0536E,Nome não encontrado
Proteína,g,"24,9",BRC0536E,Nome não encontrado
Lipídios,g,"2,29",BRC0536E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0536E,Nome não encontrado
Álcool,g,"0,00",BRC0536E,Nome não encontrado
Cinzas,g,"1,55",BRC0536E,Nome não encontrado
Colesterol,mg,"61,0",BRC0536E,Nome não encontrado
Ácidos graxos saturados,g,"0,78",BRC0536E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,52",BRC0536E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,52",BRC0536E,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC0536E,Nome não encontrado
Cálcio,mg,"25,0",BRC0536E,Nome não encontrado
Ferro,mg,"0,30",BRC0536E,Nome não encontrado
Sódio,mg,"62,5",BRC0536E,Nome não encontrado
Magnésio,mg,"30,0",BRC0536E,Nome não encontrado
Fósforo,mg,196,BRC0536E,Nome não encontrado
Potássio,mg,318,BRC0536E,Nome não encontrado
Manganês,mg,"0,01",BRC0536E,Nome não encontrado
Zinco,mg,"1,07",BRC0536E,Nome não encontrado
Cobre,mg,"0,12",BRC0536E,Nome não encontrado
Selênio,mcg,"32,5",BRC0536E,Nome não encontrado
Vitamina A (RE),mcg,traços,BRC0536E,Nome não encontrado
Vitamina A (RAE),mcg,traços,BRC0536E,Nome não encontrado
Vitamina D,mcg,"1,47",BRC0536E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,61",BRC0536E,Nome não encontrado
Tiamina,mg,"0,00",BRC0536E,Nome não encontrado
Riboflavina,mg,"0,07",BRC0536E,Nome não encontrado
Niacina,mg,"1,19",BRC0536E,Nome não encontrado
Vitamina B6,mg,traços,BRC0536E,Nome não encontrado
Vitamina B12,mcg,"4,72",BRC0536E,Nome não encontrado
Vitamina C,mg,"0,85",BRC0536E,Nome não encontrado
Equivalente de folato,mcg,"15,6",BRC0536E,Nome não encontrado
Sal de adição,g,"0,00",BRC0536E,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0536E,Nome não encontrado
Gordura de adição,g,"0,00",BRC0536E,Nome não encontrado
Proteína vegetal,g,"0,00",BRC0536E,Nome não encontrado
Proteína animal,g,"24,9",BRC0536E,Nome não encontrado
