componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,473,BRC0055L,Nome não encontrado
Energia,kcal,112,BRC0055L,Nome não encontrado
Umidade,g,"74,7",BRC0055L,Nome não encontrado
Carboidrato total,g,"16,7",BRC0055L,Nome não encontrado
Carboidrato disponível,g,"16,2",BRC0055L,Nome não encontrado
Proteína,g,"4,55",BRC0055L,Nome não encontrado
Lipídios,g,"3,16",BRC0055L,Nome não encontrado
Fibra alimentar,g,"0,52",BRC0055L,Nome não encontrado
Álcool,g,"0,00",BRC0055L,Nome não encontrado
Cinzas,g,"0,89",BRC0055L,Nome não encontrado
Colesterol,mg,"10,5",BRC0055L,Nome não encontrado
Ácidos graxos saturados,g,"1,84",BRC0055L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,91",BRC0055L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20",BRC0055L,Nome não encontrado
Ácidos graxos trans,g,"0,05",BRC0055L,Nome não encontrado
Cálcio,mg,"88,6",BRC0055L,Nome não encontrado
Ferro,mg,"0,93",BRC0055L,Nome não encontrado
Sódio,mg,187,BRC0055L,Nome não encontrado
Magnésio,mg,"12,8",BRC0055L,Nome não encontrado
Fósforo,mg,"85,5",BRC0055L,Nome não encontrado
Potássio,mg,136,BRC0055L,Nome não encontrado
Manganês,mg,"0,10",BRC0055L,Nome não encontrado
Zinco,mg,"0,47",BRC0055L,Nome não encontrado
Cobre,mg,"0,04",BRC0055L,Nome não encontrado
Selênio,mcg,"5,30",BRC0055L,Nome não encontrado
Vitamina A (RE),mcg,"40,1",BRC0055L,Nome não encontrado
Vitamina A (RAE),mcg,"39,5",BRC0055L,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0055L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,10",BRC0055L,Nome não encontrado
Tiamina,mg,"0,11",BRC0055L,Nome não encontrado
Riboflavina,mg,"0,33",BRC0055L,Nome não encontrado
Niacina,mg,"1,71",BRC0055L,Nome não encontrado
Vitamina B6,mg,"0,13",BRC0055L,Nome não encontrado
Vitamina B12,mcg,"0,30",BRC0055L,Nome não encontrado
Vitamina C,mg,,BRC0055L,Nome não encontrado
Equivalente de folato,mcg,"34,1",BRC0055L,Nome não encontrado
Sal de adição,g,,BRC0055L,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0055L,Nome não encontrado
Gordura de adição,g,-,BRC0055L,Nome não encontrado
Proteína vegetal,g,-,BRC0055L,Nome não encontrado
Proteína animal,g,-,BRC0055L,Nome não encontrado
