componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,447,BRC1099B,Nome não encontrado
Energia,kcal,107,BRC1099B,Nome não encontrado
Umidade,g,"79,1",BRC1099B,Nome não encontrado
Carboidrato total,g,"11,3",BRC1099B,Nome não encontrado
Carboidrato disponível,g,"9,57",BRC1099B,Nome não encontrado
Proteína,g,"2,38",BRC1099B,Nome não encontrado
Lipídios,g,"6,19",BRC1099B,Nome não encontrado
Fibra alimentar,g,"2,13",BRC1099B,Nome não encontrado
Álcool,g,"0,00",BRC1099B,Nome não encontrado
Cinzas,g,"0,89",BRC1099B,Nome não encontrado
Colesterol,mg,"0,00",BRC1099B,Nome não encontrado
Ácidos graxos saturados,g,"1,00",BRC1099B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,68",BRC1099B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,08",BRC1099B,Nome não encontrado
Ácidos graxos trans,g,"0,02",BRC1099B,Nome não encontrado
Cálcio,mg,"29,0",BRC1099B,Nome não encontrado
Ferro,mg,"1,24",BRC1099B,Nome não encontrado
Sódio,mg,173,BRC1099B,Nome não encontrado
Magnésio,mg,"14,2",BRC1099B,Nome não encontrado
Fósforo,mg,"42,5",BRC1099B,Nome não encontrado
Potássio,mg,173,BRC1099B,Nome não encontrado
Manganês,mg,"0,17",BRC1099B,Nome não encontrado
Zinco,mg,"0,37",BRC1099B,Nome não encontrado
Cobre,mg,"0,09",BRC1099B,Nome não encontrado
Selênio,mcg,"0,51",BRC1099B,Nome não encontrado
Vitamina A (RE),mcg,114,BRC1099B,Nome não encontrado
Vitamina A (RAE),mcg,"71,4",BRC1099B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1099B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,79",BRC1099B,Nome não encontrado
Tiamina,mg,"0,02",BRC1099B,Nome não encontrado
Riboflavina,mg,"0,01",BRC1099B,Nome não encontrado
Niacina,mg,"0,34",BRC1099B,Nome não encontrado
Vitamina B6,mg,"0,07",BRC1099B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1099B,Nome não encontrado
Vitamina C,mg,"13,4",BRC1099B,Nome não encontrado
Equivalente de folato,mcg,"28,4",BRC1099B,Nome não encontrado
Sal de adição,g,"0,00",BRC1099B,Nome não encontrado
Açúcar de adição,g,,BRC1099B,Nome não encontrado
Gordura de adição,g,-,BRC1099B,Nome não encontrado
Proteína vegetal,g,-,BRC1099B,Nome não encontrado
Proteína animal,g,-,BRC1099B,Nome não encontrado
