componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,162,389,268,BRC0229C,Nome não encontrado
Energia,kcal,38,92,63,BRC0229C,Nome não encontrado
Umidade,g,"89,2",214,147,BRC0229C,Nome não encontrado
Carboidrato total,g,"9,92","23,8","16,4",BRC0229C,Nome não encontrado
Carboidrato disponível,g,"8,12","19,5","13,4",BRC0229C,Nome não encontrado
Proteína,g,"0,42","1,00","0,69",BRC0229C,Nome não encontrado
Lipídios,g,"0,08","0,19","0,13",BRC0229C,Nome não encontrado
Fibra alimentar,g,"1,80","4,32","2,97",BRC0229C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0229C,Nome não encontrado
Cinzas,g,"0,34","0,83","0,57",BRC0229C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0229C,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC0229C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC0229C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC0229C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0229C,Nome não encontrado
Cálcio,mg,,,,BRC0229C,Nome não encontrado
Ferro,mg,,,,BRC0229C,Nome não encontrado
Sódio,mg,,,,BRC0229C,Nome não encontrado
Magnésio,mg,,,,BRC0229C,Nome não encontrado
Fósforo,mg,,,,BRC0229C,Nome não encontrado
Potássio,mg,,,,BRC0229C,Nome não encontrado
Manganês,mg,,,,BRC0229C,Nome não encontrado
Zinco,mg,,,,BRC0229C,Nome não encontrado
Cobre,mg,,,,BRC0229C,Nome não encontrado
Selênio,mcg,,,,BRC0229C,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0229C,Nome não encontrado
Vitamina A (RAE),mcg,"1,20","2,88","1,98",BRC0229C,Nome não encontrado
Vitamina D,mcg,,,,BRC0229C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0229C,Nome não encontrado
Tiamina,mg,,,,BRC0229C,Nome não encontrado
Riboflavina,mg,,,,BRC0229C,Nome não encontrado
Niacina,mg,,,,BRC0229C,Nome não encontrado
Vitamina B6,mg,,,,BRC0229C,Nome não encontrado
Vitamina B12,mcg,,,,BRC0229C,Nome não encontrado
Vitamina C,mg,"0,85","2,04","1,41",BRC0229C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0229C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0229C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0229C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0229C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0229C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0229C,Nome não encontrado
