componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,708,778,BRC0523F,Nome não encontrado
Energia,kcal,169,185,BRC0523F,Nome não encontrado
Umidade,g,"64,4","70,8",BRC0523F,Nome não encontrado
Carboidrato total,g,"4,79","5,27",BRC0523F,Nome não encontrado
Carboidrato disponível,g,"3,95","4,35",BRC0523F,Nome não encontrado
Proteína,g,"20,5","22,6",BRC0523F,Nome não encontrado
Lipídios,g,"7,70","8,47",BRC0523F,Nome não encontrado
Fibra alimentar,g,"0,84","0,93",BRC0523F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0523F,Nome não encontrado
Cinzas,g,"2,61","2,87",BRC0523F,Nome não encontrado
Colesterol,mg,"62,4","68,6",BRC0523F,Nome não encontrado
Ácidos graxos saturados,g,"2,82","3,10",BRC0523F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,23","3,55",BRC0523F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,90","0,99",BRC0523F,Nome não encontrado
Ácidos graxos trans,g,"0,23","0,25",BRC0523F,Nome não encontrado
Cálcio,mg,"14,1","15,5",BRC0523F,Nome não encontrado
Ferro,mg,"1,99","2,18",BRC0523F,Nome não encontrado
Sódio,mg,974,1071,BRC0523F,Nome não encontrado
Magnésio,mg,"11,0","12,1",BRC0523F,Nome não encontrado
Fósforo,mg,"66,0","72,6",BRC0523F,Nome não encontrado
Potássio,mg,126,138,BRC0523F,Nome não encontrado
Manganês,mg,"0,04","0,04",BRC0523F,Nome não encontrado
Zinco,mg,"3,43","3,77",BRC0523F,Nome não encontrado
Cobre,mg,"0,05","0,06",BRC0523F,Nome não encontrado
Selênio,mcg,"0,10","0,11",BRC0523F,Nome não encontrado
Vitamina A (RE),mcg,"66,1","72,7",BRC0523F,Nome não encontrado
Vitamina A (RAE),mcg,"33,9","37,2",BRC0523F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0523F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,56","1,71",BRC0523F,Nome não encontrado
Tiamina,mg,"0,04","0,05",BRC0523F,Nome não encontrado
Riboflavina,mg,"0,04","0,05",BRC0523F,Nome não encontrado
Niacina,mg,"1,00","1,10",BRC0523F,Nome não encontrado
Vitamina B6,mg,"0,02","0,03",BRC0523F,Nome não encontrado
Vitamina B12,mcg,"1,03","1,13",BRC0523F,Nome não encontrado
Vitamina C,mg,"1,47","1,61",BRC0523F,Nome não encontrado
Equivalente de folato,mcg,"11,1","12,2",BRC0523F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0523F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0523F,Nome não encontrado
Gordura de adição,g,-,-,BRC0523F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0523F,Nome não encontrado
Proteína animal,g,-,-,BRC0523F,Nome não encontrado
