componente,unidade,Valor por 100g,Porção Média (80 g),codigo_alimento,nome_alimento
Energia,kJ,556,444,BRC0852B,Nome não encontrado
Energia,kcal,133,106,BRC0852B,Nome não encontrado
Umidade,g,"72,8","58,2",BRC0852B,Nome não encontrado
Carboidrato total,g,"9,84","7,87",BRC0852B,Nome não encontrado
Carboidrato disponível,g,"8,80","7,04",BRC0852B,Nome não encontrado
Proteína,g,"10,3","8,24",BRC0852B,Nome não encontrado
Lipídios,g,"6,01","4,81",BRC0852B,Nome não encontrado
Fibra alimentar,g,"1,04","0,83",BRC0852B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0852B,Nome não encontrado
Cinzas,g,"1,06","0,85",BRC0852B,Nome não encontrado
Colesterol,mg,"30,6","24,5",BRC0852B,Nome não encontrado
Ácidos graxos saturados,g,"2,75","2,20",BRC0852B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,70","1,36",BRC0852B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,88","0,70",BRC0852B,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,10",BRC0852B,Nome não encontrado
Cálcio,mg,"67,1","53,7",BRC0852B,Nome não encontrado
Ferro,mg,"0,48","0,38",BRC0852B,Nome não encontrado
Sódio,mg,121,"96,8",BRC0852B,Nome não encontrado
Magnésio,mg,"17,9","14,3",BRC0852B,Nome não encontrado
Fósforo,mg,142,113,BRC0852B,Nome não encontrado
Potássio,mg,254,203,BRC0852B,Nome não encontrado
Manganês,mg,"0,08","0,06",BRC0852B,Nome não encontrado
Zinco,mg,"0,65","0,52",BRC0852B,Nome não encontrado
Cobre,mg,"0,06","0,05",BRC0852B,Nome não encontrado
Selênio,mcg,"3,60","2,88",BRC0852B,Nome não encontrado
Vitamina A (RE),mcg,"29,3","23,4",BRC0852B,Nome não encontrado
Vitamina A (RAE),mcg,"28,1","22,5",BRC0852B,Nome não encontrado
Vitamina D,mcg,"0,07","0,06",BRC0852B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,48","0,38",BRC0852B,Nome não encontrado
Tiamina,mg,"0,06","0,05",BRC0852B,Nome não encontrado
Riboflavina,mg,"0,04","0,03",BRC0852B,Nome não encontrado
Niacina,mg,"1,77","1,42",BRC0852B,Nome não encontrado
Vitamina B6,mg,"0,08","0,06",BRC0852B,Nome não encontrado
Vitamina B12,mcg,"0,16","0,13",BRC0852B,Nome não encontrado
Vitamina C,mg,"4,39","3,51",BRC0852B,Nome não encontrado
Equivalente de folato,mcg,"9,03","7,22",BRC0852B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0852B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0852B,Nome não encontrado
Gordura de adição,g,-,-,BRC0852B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0852B,Nome não encontrado
Proteína animal,g,-,-,BRC0852B,Nome não encontrado
