componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,457,251,BRC0467N,Nome não encontrado
Energia,kcal,109,59,BRC0467N,Nome não encontrado
Umidade,g,"75,7","41,6",BRC0467N,Nome não encontrado
Carboidrato total,g,"7,69","4,23",BRC0467N,Nome não encontrado
Carboidrato disponível,g,"6,79","3,73",BRC0467N,Nome não encontrado
Proteína,g,"12,3","6,76",BRC0467N,Nome não encontrado
Lipídios,g,"3,40","1,87",BRC0467N,Nome não encontrado
Fibra alimentar,g,"0,90","0,50",BRC0467N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0467N,Nome não encontrado
Cinzas,g,"0,93","0,51",BRC0467N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0467N,Nome não encontrado
Ácidos graxos saturados,g,"0,74","0,40",BRC0467N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,93","1,06",BRC0467N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,57","0,32",BRC0467N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0467N,Nome não encontrado
Cálcio,mg,"26,5","14,6",BRC0467N,Nome não encontrado
Ferro,mg,"0,64","0,35",BRC0467N,Nome não encontrado
Sódio,mg,142,"78,4",BRC0467N,Nome não encontrado
Magnésio,mg,"10,5","5,75",BRC0467N,Nome não encontrado
Fósforo,mg,"88,2","48,5",BRC0467N,Nome não encontrado
Potássio,mg,171,"94,3",BRC0467N,Nome não encontrado
Manganês,mg,"0,03","0,02",BRC0467N,Nome não encontrado
Zinco,mg,"0,37","0,20",BRC0467N,Nome não encontrado
Cobre,mg,"0,02","0,01",BRC0467N,Nome não encontrado
Selênio,mcg,"4,42","2,43",BRC0467N,Nome não encontrado
Vitamina A (RE),mcg,"47,0","25,8",BRC0467N,Nome não encontrado
Vitamina A (RAE),mcg,"23,5","12,9",BRC0467N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0467N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,32","0,18",BRC0467N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0467N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0467N,Nome não encontrado
Niacina,mg,"2,80","1,54",BRC0467N,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0467N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0467N,Nome não encontrado
Vitamina C,mg,"3,66","2,01",BRC0467N,Nome não encontrado
Equivalente de folato,mcg,"22,5","12,4",BRC0467N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0467N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0467N,Nome não encontrado
Gordura de adição,g,-,-,BRC0467N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0467N,Nome não encontrado
Proteína animal,g,-,-,BRC0467N,Nome não encontrado
