componente,unidade,Valor por 100g,Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,1519,379,BRC0790B,Nome não encontrado
Energia,kcal,362,90,BRC0790B,Nome não encontrado
Umidade,g,"26,7","6,68",BRC0790B,Nome não encontrado
Carboidrato total,g,"50,3","12,6",BRC0790B,Nome não encontrado
Carboidrato disponível,g,"46,3","11,6",BRC0790B,Nome não encontrado
Proteína,g,"6,03","1,51",BRC0790B,Nome não encontrado
Lipídios,g,"16,1","4,02",BRC0790B,Nome não encontrado
Fibra alimentar,g,"3,93","0,98",BRC0790B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0790B,Nome não encontrado
Cinzas,g,"1,00","0,25",BRC0790B,Nome não encontrado
Colesterol,mg,"85,6","21,4",BRC0790B,Nome não encontrado
Ácidos graxos saturados,g,"3,90","0,97",BRC0790B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,46","1,36",BRC0790B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,76","1,44",BRC0790B,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,02",BRC0790B,Nome não encontrado
Cálcio,mg,"56,2","14,0",BRC0790B,Nome não encontrado
Ferro,mg,"1,40","0,35",BRC0790B,Nome não encontrado
Sódio,mg,115,"28,8",BRC0790B,Nome não encontrado
Magnésio,mg,"26,4","6,59",BRC0790B,Nome não encontrado
Fósforo,mg,"68,9","17,2",BRC0790B,Nome não encontrado
Potássio,mg,253,"63,4",BRC0790B,Nome não encontrado
Manganês,mg,"0,24","0,06",BRC0790B,Nome não encontrado
Zinco,mg,"0,61","0,15",BRC0790B,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0790B,Nome não encontrado
Selênio,mcg,"4,09","1,02",BRC0790B,Nome não encontrado
Vitamina A (RE),mcg,"41,4","10,4",BRC0790B,Nome não encontrado
Vitamina A (RAE),mcg,"38,5","9,62",BRC0790B,Nome não encontrado
Vitamina D,mcg,"0,40","0,10",BRC0790B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,84","0,21",BRC0790B,Nome não encontrado
Tiamina,mg,"0,02","0,00",BRC0790B,Nome não encontrado
Riboflavina,mg,"0,12","0,03",BRC0790B,Nome não encontrado
Niacina,mg,"0,66","0,16",BRC0790B,Nome não encontrado
Vitamina B6,mg,"0,46","0,11",BRC0790B,Nome não encontrado
Vitamina B12,mcg,"0,35","0,09",BRC0790B,Nome não encontrado
Vitamina C,mg,"0,79","0,20",BRC0790B,Nome não encontrado
Equivalente de folato,mcg,"32,5","8,12",BRC0790B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0790B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0790B,Nome não encontrado
Gordura de adição,g,-,-,BRC0790B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0790B,Nome não encontrado
Proteína animal,g,-,-,BRC0790B,Nome não encontrado
