componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (75 g),codigo_alimento,nome_alimento
Energia,kJ,974,730,BRC0937F,Nome não encontrado
Energia,kcal,233,174,BRC0937F,Nome não encontrado
Umidade,g,"57,7","43,3",BRC0937F,Nome não encontrado
Carboidrato total,g,"1,47","1,10",BRC0937F,Nome não encontrado
Carboidrato disponível,g,"1,14","0,86",BRC0937F,Nome não encontrado
Proteína,g,"25,7","19,3",BRC0937F,Nome não encontrado
Lipídios,g,"13,9","10,4",BRC0937F,Nome não encontrado
Fibra alimentar,g,"0,33","0,25",BRC0937F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0937F,Nome não encontrado
Cinzas,g,"1,23","0,92",BRC0937F,Nome não encontrado
Colesterol,mg,130,"98,2",BRC0937F,Nome não encontrado
Ácidos graxos saturados,g,"3,50","2,63",BRC0937F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,84","5,13",BRC0937F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,42","1,82",BRC0937F,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,09",BRC0937F,Nome não encontrado
Cálcio,mg,"16,5","12,4",BRC0937F,Nome não encontrado
Ferro,mg,"1,33","1,00",BRC0937F,Nome não encontrado
Sódio,mg,"86,1","64,5",BRC0937F,Nome não encontrado
Magnésio,mg,"14,8","11,1",BRC0937F,Nome não encontrado
Fósforo,mg,227,170,BRC0937F,Nome não encontrado
Potássio,mg,295,221,BRC0937F,Nome não encontrado
Manganês,mg,"0,09","0,07",BRC0937F,Nome não encontrado
Zinco,mg,"2,36","1,77",BRC0937F,Nome não encontrado
Cobre,mg,"0,05","0,04",BRC0937F,Nome não encontrado
Selênio,mcg,"15,6","11,7",BRC0937F,Nome não encontrado
Vitamina A (RE),mcg,"5,38","4,03",BRC0937F,Nome não encontrado
Vitamina A (RAE),mcg,"6,28","4,71",BRC0937F,Nome não encontrado
Vitamina D,mcg,"0,10","0,08",BRC0937F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,82","0,62",BRC0937F,Nome não encontrado
Tiamina,mg,"0,05","0,04",BRC0937F,Nome não encontrado
Riboflavina,mg,"0,05","0,04",BRC0937F,Nome não encontrado
Niacina,mg,"9,37","7,03",BRC0937F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0937F,Nome não encontrado
Vitamina B12,mcg,"0,41","0,31",BRC0937F,Nome não encontrado
Vitamina C,mg,"0,31","0,23",BRC0937F,Nome não encontrado
Equivalente de folato,mcg,"7,05","5,29",BRC0937F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0937F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0937F,Nome não encontrado
Gordura de adição,g,-,-,BRC0937F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0937F,Nome não encontrado
Proteína animal,g,-,-,BRC0937F,Nome não encontrado
