componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,108,259,178,BRC0245C,Nome não encontrado
Energia,kcal,26,61,42,BRC0245C,Nome não encontrado
Umidade,g,"93,3",224,154,BRC0245C,Nome não encontrado
Carboidrato total,g,"6,26","15,0","10,3",BRC0245C,Nome não encontrado
Carboidrato disponível,g,"5,43","13,0","8,96",BRC0245C,Nome não encontrado
Proteína,g,"0,12","0,28","0,19",BRC0245C,Nome não encontrado
Lipídios,g,"0,20","0,47","0,32",BRC0245C,Nome não encontrado
Fibra alimentar,g,"0,83","1,99","1,37",BRC0245C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0245C,Nome não encontrado
Cinzas,g,"0,09","0,22","0,15",BRC0245C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0245C,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,19","0,13",BRC0245C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0245C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0245C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0245C,Nome não encontrado
Cálcio,mg,"2,82","6,77","4,65",BRC0245C,Nome não encontrado
Ferro,mg,"0,03","0,07","0,05",BRC0245C,Nome não encontrado
Sódio,mg,"0,26","0,63","0,44",BRC0245C,Nome não encontrado
Magnésio,mg,"6,13","14,7","10,1",BRC0245C,Nome não encontrado
Fósforo,mg,"8,42","20,2","13,9",BRC0245C,Nome não encontrado
Potássio,mg,167,401,275,BRC0245C,Nome não encontrado
Manganês,mg,"0,01","0,02","0,01",BRC0245C,Nome não encontrado
Zinco,mg,"0,00","0,00","0,00",BRC0245C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,03",BRC0245C,Nome não encontrado
Selênio,mcg,"0,04","0,10","0,07",BRC0245C,Nome não encontrado
Vitamina A (RE),mcg,"2,80","6,72","4,62",BRC0245C,Nome não encontrado
Vitamina A (RAE),mcg,"1,40","3,36","2,31",BRC0245C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0245C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,51","0,35",BRC0245C,Nome não encontrado
Tiamina,mg,"0,01","0,02","0,02",BRC0245C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0245C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0245C,Nome não encontrado
Vitamina B6,mg,"0,01","0,01","0,01",BRC0245C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0245C,Nome não encontrado
Vitamina C,mg,"0,78","1,87","1,29",BRC0245C,Nome não encontrado
Equivalente de folato,mcg,"1,39","3,33","2,29",BRC0245C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0245C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0245C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0245C,Nome não encontrado
Proteína vegetal,g,"0,12","0,28","0,19",BRC0245C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0245C,Nome não encontrado
