componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,239,239,BRC0020G,Nome não encontrado
Energia,kcal,57,56,BRC0020G,Nome não encontrado
Umidade,g,"87,8","87,8",BRC0020G,Nome não encontrado
Carboidrato total,g,"4,76","4,76",BRC0020G,Nome não encontrado
Carboidrato disponível,g,"4,76","4,76",BRC0020G,Nome não encontrado
Proteína,g,"4,02","4,02",BRC0020G,Nome não encontrado
Lipídios,g,"2,43","2,43",BRC0020G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0020G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0020G,Nome não encontrado
Cinzas,g,"0,98","0,98",BRC0020G,Nome não encontrado
Colesterol,mg,"11,0","11,0",BRC0020G,Nome não encontrado
Ácidos graxos saturados,g,"1,44","1,44",BRC0020G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,72","0,72",BRC0020G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,08",BRC0020G,Nome não encontrado
Ácidos graxos trans,g,,,BRC0020G,Nome não encontrado
Cálcio,mg,133,133,BRC0020G,Nome não encontrado
Ferro,mg,"0,18","0,18",BRC0020G,Nome não encontrado
Sódio,mg,"47,7","47,7",BRC0020G,Nome não encontrado
Magnésio,mg,"11,0","11,0",BRC0020G,Nome não encontrado
Fósforo,mg,"85,6","85,6",BRC0020G,Nome não encontrado
Potássio,mg,124,124,BRC0020G,Nome não encontrado
Manganês,mg,traços,traços,BRC0020G,Nome não encontrado
Zinco,mg,"0,32","0,32",BRC0020G,Nome não encontrado
Cobre,mg,"0,02","0,02",BRC0020G,Nome não encontrado
Selênio,mcg,"1,70","1,70",BRC0020G,Nome não encontrado
Vitamina A (RE),mcg,"36,2","36,2",BRC0020G,Nome não encontrado
Vitamina A (RAE),mcg,"35,9","35,9",BRC0020G,Nome não encontrado
Vitamina D,mcg,"0,08","0,08",BRC0020G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,05","0,05",BRC0020G,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0020G,Nome não encontrado
Riboflavina,mg,"0,27","0,27",BRC0020G,Nome não encontrado
Niacina,mg,traços,traços,BRC0020G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0020G,Nome não encontrado
Vitamina B12,mcg,"0,37","0,37",BRC0020G,Nome não encontrado
Vitamina C,mg,"1,13","1,13",BRC0020G,Nome não encontrado
Equivalente de folato,mcg,"7,05","7,05",BRC0020G,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0020G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0020G,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0020G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0020G,Nome não encontrado
Proteína animal,g,"4,02","4,02",BRC0020G,Nome não encontrado
