componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,671,BRC1019F,Nome não encontrado
Energia,kcal,160,BRC1019F,Nome não encontrado
Umidade,g,"67,4",BRC1019F,Nome não encontrado
Carboidrato total,g,"0,00",BRC1019F,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC1019F,Nome não encontrado
Proteína,g,"24,3",BRC1019F,Nome não encontrado
Lipídios,g,"6,98",BRC1019F,Nome não encontrado
Fibra alimentar,g,"0,00",BRC1019F,Nome não encontrado
Álcool,g,"0,00",BRC1019F,Nome não encontrado
Cinzas,g,"1,37",BRC1019F,Nome não encontrado
Colesterol,mg,"77,3",BRC1019F,Nome não encontrado
Ácidos graxos saturados,g,"1,18",BRC1019F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,53",BRC1019F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,32",BRC1019F,Nome não encontrado
Ácidos graxos trans,g,"0,03",BRC1019F,Nome não encontrado
Cálcio,mg,"12,0",BRC1019F,Nome não encontrado
Ferro,mg,"0,68",BRC1019F,Nome não encontrado
Sódio,mg,283,BRC1019F,Nome não encontrado
Magnésio,mg,"27,3",BRC1019F,Nome não encontrado
Fósforo,mg,195,BRC1019F,Nome não encontrado
Potássio,mg,222,BRC1019F,Nome não encontrado
Manganês,mg,traços,BRC1019F,Nome não encontrado
Zinco,mg,"1,39",BRC1019F,Nome não encontrado
Cobre,mg,"0,09",BRC1019F,Nome não encontrado
Selênio,mcg,"0,00",BRC1019F,Nome não encontrado
Vitamina A (RE),mcg,,BRC1019F,Nome não encontrado
Vitamina A (RAE),mcg,"8,14",BRC1019F,Nome não encontrado
Vitamina D,mcg,"0,12",BRC1019F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17",BRC1019F,Nome não encontrado
Tiamina,mg,"0,04",BRC1019F,Nome não encontrado
Riboflavina,mg,"0,15",BRC1019F,Nome não encontrado
Niacina,mg,"9,67",BRC1019F,Nome não encontrado
Vitamina B6,mg,"0,70",BRC1019F,Nome não encontrado
Vitamina B12,mcg,"0,61",BRC1019F,Nome não encontrado
Vitamina C,mg,,BRC1019F,Nome não encontrado
Equivalente de folato,mcg,"7,58",BRC1019F,Nome não encontrado
Sal de adição,g,"0,00",BRC1019F,Nome não encontrado
Açúcar de adição,g,"0,45",BRC1019F,Nome não encontrado
Gordura de adição,g,-,BRC1019F,Nome não encontrado
Proteína vegetal,g,-,BRC1019F,Nome não encontrado
Proteína animal,g,-,BRC1019F,Nome não encontrado
